zona_climatica;periodo;Superficie Utile Riscaldata;Volume Lordo Riscaldato;EPgl_nren;EPgl_ren;CO2
C;k2015;100-200;1000-5000;109.75;41.2;22.64
C;k2015;100-200;5000-10000;0.0;0.0;0.0
C;k2015;100-200;>10000;0.0;0.0;0.0
C;k2015;200-500;<50;0.0;0.0;0.0
C;k2015;200-500;50-100;0.0;0.0;0.0
C;k2015;200-500;100-200;0.0;0.0;0.0
C;k2015;200-500;200-500;58.3;26.47;13.3
C;k2015;200-500;500-1000;69.01;29.03;14.34
C;k2015;200-500;1000-5000;70.01;32.77;14.43
C;k2015;200-500;5000-10000;0.0;0.0;0.0
C;k2015;200-500;>10000;0.0;0.0;0.0
C;k2015;500-1000;<50;0.0;0.0;0.0
C;k2015;500-1000;50-100;0.0;0.0;0.0
C;k2015;500-1000;100-200;0.0;0.0;0.0
C;k2015;500-1000;200-500;0.0;0.0;0.0
C;k2015;500-1000;500-1000;49.06;7.36;10.36
C;k2015;500-1000;1000-5000;69.92;13.56;13.93
C;k2015;500-1000;5000-10000;0.0;0.0;0.0
C;k2015;500-1000;>10000;0.0;0.0;0.0
C;k2015;1000-5000;<50;0.0;0.0;0.0
C;k2015;1000-5000;50-100;0.0;0.0;0.0
C;k2015;1000-5000;100-200;0.0;0.0;0.0
C;k2015;1000-5000;200-500;0.0;0.0;0.0
C;k2015;1000-5000;500-1000;0.0;0.0;0.0
C;k2015;1000-5000;1000-5000;0.0;0.0;0.0
C;k2015;1000-5000;5000-10000;0.0;0.0;0.0
C;k2015;1000-5000;>10000;0.0;0.0;0.0
C;k2015;>5000;<50;0.0;0.0;0.0
C;k2015;>5000;50-100;0.0;0.0;0.0
C;k2015;>5000;100-200;0.0;0.0;0.0
C;k2015;>5000;200-500;0.0;0.0;0.0
C;k2015;>5000;500-1000;0.0;0.0;0.0
C;k2015;>5000;1000-5000;0.0;0.0;0.0
C;k2015;>5000;5000-10000;0.0;0.0;0.0
C;k2015;>5000;>10000;0.0;0.0;0.0
D;kE8E9;<50;<50;0.0;0.0;0.0
D;kE8E9;<50;50-100;261.09;21.61;52.04
D;kE8E9;<50;100-200;225.82;17.95;44.86
D;kE8E9;<50;200-500;240.05;18.4;47.44
D;kE8E9;<50;500-1000;312.95;11.43;62.83
D;kE8E9;<50;1000-5000;316.85;4.76;63.41
D;kE8E9;<50;5000-10000;0.0;0.0;0.0
D;kE8E9;<50;>10000;0.0;0.0;0.0
D;kE8E9;50-100;<50;0.0;0.0;0.0
D;kE8E9;50-100;50-100;198.78;9.38;39.9
D;kE8E9;50-100;100-200;195.46;14.35;39.19
D;kE8E9;50-100;200-500;196.6;13.41;39.03
D;kE8E9;50-100;500-1000;254.6;17.2;50.62
D;kE8E9;50-100;1000-5000;372.37;11.12;75.33
D;kE8E9;50-100;5000-10000;0.0;0.0;0.0
D;kE8E9;50-100;>10000;0.0;0.0;0.0
D;kE8E9;100-200;<50;0.0;0.0;0.0
D;kE8E9;100-200;50-100;196.64;1.97;39.42
D;kE8E9;100-200;100-200;175.57;7.84;35.27
D;kE8E9;100-200;200-500;182.17;14.6;36.43
D;kE8E9;100-200;500-1000;184.91;16.92;36.87
D;kE8E9;100-200;1000-5000;242.54;21.15;48.52
D;kE8E9;100-200;5000-10000;0.0;0.0;0.0
D;kE8E9;100-200;>10000;0.0;0.0;0.0
D;kE8E9;200-500;<50;0.0;0.0;0.0
D;kE8E9;200-500;50-100;117.1;1.91;23.71
D;kE8E9;200-500;100-200;100.77;0.86;19.23
D;kE8E9;200-500;200-500;179.1;19.08;35.17
D;kE8E9;200-500;500-1000;170.36;20.86;34.37
D;kE8E9;200-500;1000-5000;177.01;20.22;35.69
D;kE8E9;200-500;5000-10000;0.0;0.0;0.0
D;kE8E9;200-500;>10000;0.0;0.0;0.0
D;kE8E9;500-1000;<50;0.0;0.0;0.0
D;kE8E9;500-1000;50-100;0.0;0.0;0.0
D;kE8E9;500-1000;100-200;0.0;0.0;0.0
D;kE8E9;500-1000;200-500;133.98;0.59;26.68
D;kE8E9;500-1000;500-1000;286.58;1.86;55.36
D;kE8E9;500-1000;1000-5000;151.59;14.64;30.53
D;kE8E9;500-1000;5000-10000;0.0;0.0;0.0
D;kE8E9;500-1000;>10000;0.0;0.0;0.0
D;kE8E9;1000-5000;<50;0.0;0.0;0.0
D;kE8E9;1000-5000;50-100;0.0;0.0;0.0
D;kE8E9;1000-5000;100-200;0.0;0.0;0.0
D;kE8E9;1000-5000;200-500;0.0;0.0;0.0
D;kE8E9;1000-5000;500-1000;0.0;0.0;0.0
D;kE8E9;1000-5000;1000-5000;0.0;0.0;0.0
D;kE8E9;1000-5000;5000-10000;0.0;0.0;0.0
D;kE8E9;1000-5000;>10000;0.0;0.0;0.0
D;kE8E9;>5000;<50;0.0;0.0;0.0
D;kE8E9;>5000;50-100;0.0;0.0;0.0
D;kE8E9;>5000;100-200;0.0;0.0;0.0
D;kE8E9;>5000;200-500;0.0;0.0;0.0
D;kE8E9;>5000;500-1000;0.0;0.0;0.0
D;kE8E9;>5000;1000-5000;0.0;0.0;0.0
D;kE8E9;>5000;5000-10000;0.0;0.0;0.0
D;kE8E9;>5000;>10000;0.0;0.0;0.0
D;kE10E11;<50;<50;0.0;0.0;0.0
D;kE10E11;<50;50-100;255.21;22.22;51.25
D;kE10E11;<50;100-200;202.86;15.52;40.47
D;kE10E11;<50;200-500;233.01;16.36;45.81
D;kE10E11;<50;500-1000;347.01;11.99;70.12
D;kE10E11;<50;1000-5000;273.69;5.83;55.04
D;kE10E11;<50;5000-10000;0.0;0.0;0.0
D;kE10E11;<50;>10000;0.0;0.0;0.0
D;kE10E11;50-100;<50;0.0;0.0;0.0
D;kE10E11;50-100;50-100;183.44;8.6;36.9
D;kE10E11;50-100;100-200;176.08;11.28;35.62
D;kE10E11;50-100;200-500;175.02;10.49;34.7
D;kE10E11;50-100;500-1000;277.05;18.22;55.19
D;kE10E11;50-100;1000-5000;349.13;18.33;70.34
D;kE10E11;50-100;5000-10000;0.0;0.0;0.0
D;kE10E11;50-100;>10000;0.0;0.0;0.0
D;kE10E11;100-200;<50;0.0;0.0;0.0
D;kE10E11;100-200;50-100;190.48;11.76;40.16
D;kE10E11;100-200;100-200;167.7;10.87;33.57
D;kE10E11;100-200;200-500;160.2;10.4;31.9
D;kE10E11;100-200;500-1000;175.92;17.12;34.95
D;kE10E11;100-200;1000-5000;284.47;16.89;58.0
D;kE10E11;100-200;5000-10000;0.0;0.0;0.0
D;kE10E11;100-200;>10000;0.0;0.0;0.0
D;kE10E11;200-500;<50;0.0;0.0;0.0
D;kE10E11;200-500;50-100;102.59;39.61;25.35
D;kE10E11;200-500;100-200;118.21;3.53;23.89
D;kE10E11;200-500;200-500;146.13;10.55;30.16
D;kE10E11;200-500;500-1000;158.58;20.86;31.72
D;kE10E11;200-500;1000-5000;162.29;22.41;32.51
D;kE10E11;200-500;5000-10000;0.0;0.0;0.0
D;kE10E11;200-500;>10000;0.0;0.0;0.0
D;kE10E11;500-1000;<50;0.0;0.0;0.0
D;kE10E11;500-1000;50-100;0.0;0.0;0.0
D;kE10E11;500-1000;100-200;0.0;0.0;0.0
D;kE10E11;500-1000;200-500;83.16;1.62;16.87
D;kE10E11;500-1000;500-1000;129.51;7.86;27.53
D;kE10E11;500-1000;1000-5000;124.06;7.12;24.0
D;kE10E11;500-1000;5000-10000;0.0;0.0;0.0
D;kE10E11;500-1000;>10000;0.0;0.0;0.0
D;kE10E11;1000-5000;<50;0.0;0.0;0.0
D;kE10E11;1000-5000;50-100;0.0;0.0;0.0
D;kE10E11;1000-5000;100-200;0.0;0.0;0.0
D;kE10E11;1000-5000;200-500;0.0;0.0;0.0
D;kE10E11;1000-5000;500-1000;0.0;0.0;0.0
D;kE10E11;1000-5000;1000-5000;0.0;0.0;0.0
D;kE10E11;1000-5000;5000-10000;0.0;0.0;0.0
D;kE10E11;1000-5000;>10000;0.0;0.0;0.0
D;kE10E11;>5000;<50;0.0;0.0;0.0
D;kE10E11;>5000;50-100;0.0;0.0;0.0
D;kE10E11;>5000;100-200;0.0;0.0;0.0
D;kE10E11;>5000;200-500;0.0;0.0;0.0
D;kE10E11;>5000;500-1000;0.0;0.0;0.0
D;kE10E11;>5000;1000-5000;0.0;0.0;0.0
D;kE10E11;>5000;5000-10000;0.0;0.0;0.0
D;kE10E11;>5000;>10000;0.0;0.0;0.0
D;kE12E13;<50;<50;0.0;0.0;0.0
D;kE12E13;<50;50-100;232.56;25.67;47.0
D;kE12E13;<50;100-200;199.61;16.34;39.91
D;kE12E13;<50;200-500;239.32;17.64;47.18
D;kE12E13;<50;500-1000;261.92;14.77;53.15
D;kE12E13;<50;1000-5000;275.72;2.95;56.31
D;kE12E13;<50;5000-10000;0.0;0.0;0.0
D;kE12E13;<50;>10000;0.0;0.0;0.0
D;kE12E13;50-100;<50;0.0;0.0;0.0
D;kE12E13;50-100;50-100;173.69;5.97;34.72
D;kE12E13;50-100;100-200;173.59;11.48;35.0
D;kE12E13;50-100;200-500;169.14;10.51;33.59
D;kE12E13;50-100;500-1000;280.85;14.83;56.52
D;kE12E13;50-100;1000-5000;340.73;13.15;69.25
D;kE12E13;50-100;5000-10000;0.0;0.0;0.0
D;kE12E13;50-100;>10000;0.0;0.0;0.0
D;kE12E13;100-200;<50;0.0;0.0;0.0
D;kE12E13;100-200;50-100;180.23;13.43;35.6
D;kE12E13;100-200;100-200;169.28;5.21;34.45
D;kE12E13;100-200;200-500;156.39;11.61;31.11
D;kE12E13;100-200;500-1000;169.53;20.83;33.72
D;kE12E13;100-200;1000-5000;273.59;22.07;55.65
D;kE12E13;100-200;5000-10000;0.0;0.0;0.0
D;kE12E13;100-200;>10000;0.0;0.0;0.0
D;kE12E13;200-500;<50;0.0;0.0;0.0
D;kE12E13;200-500;50-100;151.18;0.19;30.27
D;kE12E13;200-500;100-200;154.71;18.4;31.53
D;kE12E13;200-500;200-500;145.44;6.47;30.63
D;kE12E13;200-500;500-1000;149.37;22.01;29.76
D;kE12E13;200-500;1000-5000;152.36;23.51;30.36
D;kE12E13;200-500;5000-10000;0.0;0.0;0.0
D;kE12E13;200-500;>10000;0.0;0.0;0.0
D;kE12E13;500-1000;<50;0.0;0.0;0.0
D;kE12E13;500-1000;50-100;0.0;0.0;0.0
D;kE12E13;500-1000;100-200;73.72;0.71;14.78
D;kE12E13;500-1000;200-500;123.31;0.37;24.72
D;kE12E13;500-1000;500-1000;83.36;0.93;17.77
D;kE12E13;500-1000;1000-5000;124.93;8.0;25.78
D;kE12E13;500-1000;5000-10000;0.0;0.0;0.0
D;kE12E13;500-1000;>10000;0.0;0.0;0.0
D;kE12E13;1000-5000;<50;0.0;0.0;0.0
D;kE12E13;1000-5000;50-100;0.0;0.0;0.0
D;kE12E13;1000-5000;100-200;0.0;0.0;0.0
D;kE12E13;1000-5000;200-500;0.0;0.0;0.0
D;kE12E13;1000-5000;500-1000;0.0;0.0;0.0
D;kE12E13;1000-5000;1000-5000;0.0;0.0;0.0
D;kE12E13;1000-5000;5000-10000;0.0;0.0;0.0
D;kE12E13;1000-5000;>10000;0.0;0.0;0.0
D;kE12E13;>5000;<50;0.0;0.0;0.0
D;kE12E13;>5000;50-100;0.0;0.0;0.0
D;kE12E13;>5000;100-200;0.0;0.0;0.0
D;kE12E13;>5000;200-500;0.0;0.0;0.0
D;kE12E13;>5000;500-1000;0.0;0.0;0.0
D;kE12E13;>5000;1000-5000;0.0;0.0;0.0
D;kE12E13;>5000;5000-10000;0.0;0.0;0.0
D;kE12E13;>5000;>10000;0.0;0.0;0.0
D;kE14E15;<50;<50;0.0;0.0;0.0
D;kE14E15;<50;50-100;210.48;24.33;43.07
D;kE14E15;<50;100-200;176.75;13.53;35.4
D;kE14E15;<50;200-500;228.14;18.16;45.13
D;kE14E15;<50;500-1000;314.0;8.34;61.06
D;kE14E15;<50;1000-5000;114.65;45.23;27.05
D;kE14E15;<50;5000-10000;0.0;0.0;0.0
D;kE14E15;<50;>10000;0.0;0.0;0.0
D;kE14E15;50-100;<50;0.0;0.0;0.0
D;kE14E15;50-100;50-100;161.29;11.31;32.58
D;kE14E15;50-100;100-200;153.47;8.38;30.89
D;kE14E15;50-100;200-500;152.4;9.78;30.26
D;kE14E15;50-100;500-1000;264.01;15.46;53.71
D;kE14E15;50-100;1000-5000;309.52;12.65;62.93
D;kE14E15;50-100;5000-10000;0.0;0.0;0.0
D;kE14E15;50-100;>10000;0.0;0.0;0.0
D;kE14E15;100-200;<50;0.0;0.0;0.0
D;kE14E15;100-200;50-100;150.95;8.41;29.15
D;kE14E15;100-200;100-200;153.22;13.71;31.68
D;kE14E15;100-200;200-500;141.36;13.43;28.21
D;kE14E15;100-200;500-1000;145.3;24.84;29.07
D;kE14E15;100-200;1000-5000;250.08;21.14;51.23
D;kE14E15;100-200;5000-10000;0.0;0.0;0.0
D;kE14E15;100-200;>10000;0.0;0.0;0.0
D;kE14E15;200-500;<50;0.0;0.0;0.0
D;kE14E15;200-500;50-100;87.62;0.32;16.91
D;kE14E15;200-500;100-200;106.53;16.11;21.5
D;kE14E15;200-500;200-500;114.25;17.77;22.86
D;kE14E15;200-500;500-1000;128.96;22.64;25.77
D;kE14E15;200-500;1000-5000;131.06;24.72;26.24
D;kE14E15;200-500;5000-10000;0.0;0.0;0.0
D;kE14E15;200-500;>10000;0.0;0.0;0.0
D;kE14E15;500-1000;<50;0.0;0.0;0.0
D;kE14E15;500-1000;50-100;0.0;0.0;0.0
D;kE14E15;500-1000;100-200;83.9;9.49;18.19
D;kE14E15;500-1000;200-500;47.51;2.1;9.81
D;kE14E15;500-1000;500-1000;67.54;1.32;13.52
D;kE14E15;500-1000;1000-5000;124.09;12.76;24.73
D;kE14E15;500-1000;5000-10000;0.0;0.0;0.0
D;kE14E15;500-1000;>10000;0.0;0.0;0.0
D;kE14E15;1000-5000;<50;0.0;0.0;0.0
D;kE14E15;1000-5000;50-100;0.0;0.0;0.0
D;kE14E15;1000-5000;100-200;0.0;0.0;0.0
D;kE14E15;1000-5000;200-500;0.0;0.0;0.0
D;kE14E15;1000-5000;500-1000;0.0;0.0;0.0
D;kE14E15;1000-5000;1000-5000;0.0;0.0;0.0
D;kE14E15;1000-5000;5000-10000;0.0;0.0;0.0
D;kE14E15;1000-5000;>10000;0.0;0.0;0.0
D;kE14E15;>5000;<50;0.0;0.0;0.0
D;kE14E15;>5000;50-100;0.0;0.0;0.0
D;kE14E15;>5000;100-200;0.0;0.0;0.0
D;kE14E15;>5000;200-500;0.0;0.0;0.0
D;kE14E15;>5000;500-1000;0.0;0.0;0.0
D;kE14E15;>5000;1000-5000;0.0;0.0;0.0
D;kE14E15;>5000;5000-10000;0.0;0.0;0.0
D;kE14E15;>5000;>10000;0.0;0.0;0.0
D;kE16;<50;<50;0.0;0.0;0.0
D;kE16;<50;50-100;150.59;25.16;30.85
D;kE16;<50;100-200;128.34;16.69;26.04
D;kE16;<50;200-500;157.58;20.58;31.69
D;kE16;<50;500-1000;286.67;13.31;59.02
D;kE16;<50;1000-5000;237.29;6.13;46.93
D;kE16;<50;5000-10000;0.0;0.0;0.0
D;kE16;<50;>10000;0.0;0.0;0.0
D;kE16;50-100;<50;0.0;0.0;0.0
D;kE16;50-100;50-100;127.31;9.77;25.68
D;kE16;50-100;100-200;118.47;10.86;24.08
D;kE16;50-100;200-500;116.47;12.67;23.34
D;kE16;50-100;500-1000;186.32;15.29;38.01
D;kE16;50-100;1000-5000;230.67;8.15;47.22
D;kE16;50-100;5000-10000;0.0;0.0;0.0
D;kE16;50-100;>10000;0.0;0.0;0.0
D;kE16;100-200;<50;0.0;0.0;0.0
D;kE16;100-200;50-100;142.92;0.58;27.93
D;kE16;100-200;100-200;96.43;11.2;19.62
D;kE16;100-200;200-500;111.07;15.19;22.24
D;kE16;100-200;500-1000;112.86;24.88;22.73
D;kE16;100-200;1000-5000;165.03;24.58;34.11
D;kE16;100-200;5000-10000;0.0;0.0;0.0
D;kE16;100-200;>10000;0.0;0.0;0.0
D;kE16;200-500;<50;0.0;0.0;0.0
D;kE16;200-500;50-100;0.0;0.0;0.0
D;kE16;200-500;100-200;42.69;60.16;10.25
D;kE16;200-500;200-500;92.79;17.63;19.59
D;kE16;200-500;500-1000;97.78;25.26;19.84
D;kE16;200-500;1000-5000;99.67;32.08;20.33
D;kE16;200-500;5000-10000;0.0;0.0;0.0
D;kE16;200-500;>10000;0.0;0.0;0.0
D;kE16;500-1000;<50;0.0;0.0;0.0
D;kE16;500-1000;50-100;0.0;0.0;0.0
D;kE16;500-1000;100-200;0.0;0.0;0.0
D;kE16;500-1000;200-500;0.0;0.0;0.0
D;kE16;500-1000;500-1000;81.65;0.0;15.31
D;kE16;500-1000;1000-5000;77.34;13.96;14.96
D;kE16;500-1000;5000-10000;0.0;0.0;0.0
D;kE16;500-1000;>10000;0.0;0.0;0.0
D;kE16;1000-5000;<50;0.0;0.0;0.0
D;kE16;1000-5000;50-100;0.0;0.0;0.0
D;kE16;1000-5000;100-200;0.0;0.0;0.0
D;kE16;1000-5000;200-500;0.0;0.0;0.0
D;kE16;1000-5000;500-1000;0.0;0.0;0.0
D;kE16;1000-5000;1000-5000;0.0;0.0;0.0
D;kE16;1000-5000;5000-10000;0.0;0.0;0.0
D;kE16;1000-5000;>10000;0.0;0.0;0.0
D;kE16;>5000;<50;0.0;0.0;0.0
D;kE16;>5000;50-100;0.0;0.0;0.0
D;kE16;>5000;100-200;0.0;0.0;0.0
D;kE16;>5000;200-500;0.0;0.0;0.0
D;kE16;>5000;500-1000;0.0;0.0;0.0
D;kE16;>5000;1000-5000;0.0;0.0;0.0
D;kE16;>5000;5000-10000;0.0;0.0;0.0
D;kE16;>5000;>10000;0.0;0.0;0.0
D;k2015;<50;<50;0.0;0.0;0.0
D;k2015;<50;50-100;114.39;46.48;23.81
D;k2015;<50;100-200;65.17;37.25;13.59
D;k2015;<50;200-500;77.36;40.6;15.7
D;k2015;<50;500-1000;257.75;126.0;48.41
D;k2015;<50;1000-5000;212.34;0.0;42.47
D;k2015;<50;5000-10000;0.0;0.0;0.0
D;k2015;<50;>10000;0.0;0.0;0.0
D;k2015;50-100;<50;0.0;0.0;0.0
D;k2015;50-100;50-100;95.74;30.47;19.91
D;k2015;50-100;100-200;69.6;29.39;14.54
D;k2015;50-100;200-500;62.1;32.25;12.75
D;k2015;50-100;500-1000;78.98;50.4;16.19
D;k2015;50-100;1000-5000;99.14;39.28;21.06
D;k2015;50-100;5000-10000;0.0;0.0;0.0
D;k2015;50-100;>10000;0.0;0.0;0.0
D;k2015;100-200;<50;0.0;0.0;0.0
D;k2015;100-200;50-100;168.11;11.35;33.16
D;k2015;100-200;100-200;72.05;16.13;14.7
D;k2015;100-200;200-500;71.14;29.56;14.43
D;k2015;100-200;500-1000;68.1;39.41;13.97
D;k2015;100-200;1000-5000;101.17;42.8;20.84
D;k2015;100-200;5000-10000;0.0;0.0;0.0
D;k2015;100-200;>10000;0.0;0.0;0.0
D;k2015;200-500;<50;0.0;0.0;0.0
D;k2015;200-500;50-100;0.0;0.0;0.0
D;k2015;200-500;100-200;125.93;4.05;24.38
D;k2015;200-500;200-500;35.72;23.64;7.46
D;k2015;200-500;500-1000;74.83;35.9;15.55
D;k2015;200-500;1000-5000;77.96;38.62;16.09
D;k2015;200-500;5000-10000;0.0;0.0;0.0
D;k2015;200-500;>10000;0.0;0.0;0.0
D;k2015;500-1000;<50;0.0;0.0;0.0
D;k2015;500-1000;50-100;0.0;0.0;0.0
D;k2015;500-1000;100-200;0.0;0.0;0.0
D;k2015;500-1000;200-500;94.3;0.98;20.26
D;k2015;500-1000;500-1000;0.0;0.0;0.0
D;k2015;500-1000;1000-5000;65.5;24.15;13.17
D;k2015;500-1000;5000-10000;0.0;0.0;0.0
D;k2015;500-1000;>10000;0.0;0.0;0.0
D;k2015;1000-5000;<50;0.0;0.0;0.0
D;k2015;1000-5000;50-100;0.0;0.0;0.0
D;k2015;1000-5000;100-200;0.0;0.0;0.0
D;k2015;1000-5000;200-500;0.0;0.0;0.0
D;k2015;1000-5000;500-1000;0.0;0.0;0.0
D;k2015;1000-5000;1000-5000;0.0;0.0;0.0
D;k2015;1000-5000;5000-10000;0.0;0.0;0.0
D;k2015;1000-5000;>10000;0.0;0.0;0.0
D;k2015;>5000;<50;0.0;0.0;0.0
D;k2015;>5000;50-100;0.0;0.0;0.0
D;k2015;>5000;100-200;0.0;0.0;0.0
D;k2015;>5000;200-500;0.0;0.0;0.0
D;k2015;>5000;500-1000;0.0;0.0;0.0
D;k2015;>5000;1000-5000;0.0;0.0;0.0
D;k2015;>5000;5000-10000;0.0;0.0;0.0
D;k2015;>5000;>10000;0.0;0.0;0.0
E;kE8E9;<50;<50;0.0;0.0;0.0
E;kE8E9;<50;50-100;291.94;27.46;58.14
E;kE8E9;<50;100-200;249.43;18.48;49.54
E;kE8E9;<50;200-500;261.77;19.21;51.82
E;kE8E9;<50;500-1000;287.08;14.62;57.17
E;kE8E9;<50;1000-5000;263.12;33.32;52.97
E;kE8E9;<50;5000-10000;0.0;0.0;0.0
E;kE8E9;<50;>10000;0.0;0.0;0.0
E;kE8E9;50-100;<50;0.0;0.0;0.0
E;kE8E9;50-100;50-100;243.06;17.53;48.9
E;kE8E9;50-100;100-200;237.13;14.4;47.22
E;kE8E9;50-100;200-500;246.41;16.83;48.81
E;kE8E9;50-100;500-1000;265.66;24.43;52.76
E;kE8E9;50-100;1000-5000;300.3;34.39;57.9
E;kE8E9;50-100;5000-10000;0.0;0.0;0.0
E;kE8E9;50-100;>10000;0.0;0.0;0.0
E;kE8E9;100-200;<50;0.0;0.0;0.0
E;kE8E9;100-200;50-100;211.55;4.83;41.56
E;kE8E9;100-200;100-200;211.14;12.72;42.51
E;kE8E9;100-200;200-500;243.19;20.12;48.35
E;kE8E9;100-200;500-1000;237.09;26.73;47.3
E;kE8E9;100-200;1000-5000;249.69;30.04;50.08
E;kE8E9;100-200;5000-10000;0.0;0.0;0.0
E;kE8E9;100-200;>10000;0.0;0.0;0.0
E;kE8E9;200-500;<50;0.0;0.0;0.0
E;kE8E9;200-500;50-100;130.45;8.84;25.1
E;kE8E9;200-500;100-200;222.19;2.71;50.19
E;kE8E9;200-500;200-500;221.89;22.2;43.38
E;kE8E9;200-500;500-1000;224.02;26.58;44.76
E;kE8E9;200-500;1000-5000;216.92;27.81;43.57
E;kE8E9;200-500;5000-10000;0.0;0.0;0.0
E;kE8E9;200-500;>10000;0.0;0.0;0.0
E;kE8E9;500-1000;<50;0.0;0.0;0.0
E;kE8E9;500-1000;50-100;0.0;0.0;0.0
E;kE8E9;500-1000;100-200;0.0;0.0;0.0
E;kE8E9;500-1000;200-500;166.37;1.03;29.15
E;kE8E9;500-1000;500-1000;261.88;1.61;50.81
E;kE8E9;500-1000;1000-5000;198.76;15.02;39.74
E;kE8E9;500-1000;5000-10000;0.0;0.0;0.0
E;kE8E9;500-1000;>10000;0.0;0.0;0.0
E;kE8E9;1000-5000;<50;0.0;0.0;0.0
E;kE8E9;1000-5000;50-100;0.0;0.0;0.0
E;kE8E9;1000-5000;100-200;0.0;0.0;0.0
E;kE8E9;1000-5000;200-500;0.0;0.0;0.0
E;kE8E9;1000-5000;500-1000;0.0;0.0;0.0
E;kE8E9;1000-5000;1000-5000;0.0;0.0;0.0
E;kE8E9;1000-5000;5000-10000;0.0;0.0;0.0
E;kE8E9;1000-5000;>10000;0.0;0.0;0.0
E;kE8E9;>5000;<50;0.0;0.0;0.0
E;kE8E9;>5000;50-100;0.0;0.0;0.0
E;kE8E9;>5000;100-200;0.0;0.0;0.0
E;kE8E9;>5000;200-500;0.0;0.0;0.0
E;kE8E9;>5000;500-1000;0.0;0.0;0.0
E;kE8E9;>5000;1000-5000;0.0;0.0;0.0
E;kE8E9;>5000;5000-10000;0.0;0.0;0.0
E;kE8E9;>5000;>10000;0.0;0.0;0.0
E;kE10E11;<50;<50;0.0;0.0;0.0
E;kE10E11;<50;50-100;272.02;25.87;54.81
E;kE10E11;<50;100-200;226.69;17.67;45.7
E;kE10E11;<50;200-500;249.89;19.3;49.92
E;kE10E11;<50;500-1000;311.05;21.08;60.37
E;kE10E11;<50;1000-5000;237.28;17.54;48.15
E;kE10E11;<50;5000-10000;0.0;0.0;0.0
E;kE10E11;<50;>10000;0.0;0.0;0.0
E;kE10E11;50-100;<50;0.0;0.0;0.0
E;kE10E11;50-100;50-100;227.76;13.05;45.58
E;kE10E11;50-100;100-200;205.3;13.82;41.71
E;kE10E11;50-100;200-500;215.95;12.37;43.43
E;kE10E11;50-100;500-1000;279.76;21.7;54.26
E;kE10E11;50-100;1000-5000;246.74;9.78;50.5
E;kE10E11;50-100;5000-10000;0.0;0.0;0.0
E;kE10E11;50-100;>10000;0.0;0.0;0.0
E;kE10E11;100-200;<50;0.0;0.0;0.0
E;kE10E11;100-200;50-100;216.09;8.48;43.88
E;kE10E11;100-200;100-200;217.1;14.16;43.55
E;kE10E11;100-200;200-500;217.87;14.43;43.82
E;kE10E11;100-200;500-1000;222.88;22.8;44.6
E;kE10E11;100-200;1000-5000;280.81;28.45;55.92
E;kE10E11;100-200;5000-10000;0.0;0.0;0.0
E;kE10E11;100-200;>10000;0.0;0.0;0.0
E;kE10E11;200-500;<50;0.0;0.0;0.0
E;kE10E11;200-500;50-100;203.42;4.24;34.13
E;kE10E11;200-500;100-200;232.79;52.5;48.37
E;kE10E11;200-500;200-500;177.9;13.35;35.8
E;kE10E11;200-500;500-1000;208.05;22.32;41.65
E;kE10E11;200-500;1000-5000;198.16;25.23;39.81
E;kE10E11;200-500;5000-10000;0.0;0.0;0.0
E;kE10E11;200-500;>10000;0.0;0.0;0.0
E;kE10E11;500-1000;<50;0.0;0.0;0.0
E;kE10E11;500-1000;50-100;0.0;0.0;0.0
E;kE10E11;500-1000;100-200;178.18;0.51;35.73
E;kE10E11;500-1000;200-500;159.0;16.16;33.89
E;kE10E11;500-1000;500-1000;203.05;0.52;41.77
E;kE10E11;500-1000;1000-5000;190.66;11.71;38.54
E;kE10E11;500-1000;5000-10000;0.0;0.0;0.0
E;kE10E11;500-1000;>10000;0.0;0.0;0.0
E;kE10E11;1000-5000;<50;0.0;0.0;0.0
E;kE10E11;1000-5000;50-100;0.0;0.0;0.0
E;kE10E11;1000-5000;100-200;0.0;0.0;0.0
E;kE10E11;1000-5000;200-500;0.0;0.0;0.0
E;kE10E11;1000-5000;500-1000;0.0;0.0;0.0
E;kE10E11;1000-5000;1000-5000;0.0;0.0;0.0
E;kE10E11;1000-5000;5000-10000;0.0;0.0;0.0
E;kE10E11;1000-5000;>10000;0.0;0.0;0.0
E;kE10E11;>5000;<50;0.0;0.0;0.0
E;kE10E11;>5000;50-100;0.0;0.0;0.0
E;kE10E11;>5000;100-200;0.0;0.0;0.0
E;kE10E11;>5000;200-500;0.0;0.0;0.0
E;kE10E11;>5000;500-1000;0.0;0.0;0.0
E;kE10E11;>5000;1000-5000;0.0;0.0;0.0
E;kE10E11;>5000;5000-10000;0.0;0.0;0.0
E;kE10E11;>5000;>10000;0.0;0.0;0.0
E;kE12E13;<50;<50;0.0;0.0;0.0
E;kE12E13;<50;50-100;255.96;33.09;52.56
E;kE12E13;<50;100-200;219.66;20.83;44.39
E;kE12E13;<50;200-500;251.28;19.12;49.64
E;kE12E13;<50;500-1000;242.04;38.58;46.18
E;kE12E13;<50;1000-5000;259.03;4.77;51.97
E;kE12E13;<50;5000-10000;0.0;0.0;0.0
E;kE12E13;<50;>10000;0.0;0.0;0.0
E;kE12E13;50-100;<50;0.0;0.0;0.0
E;kE12E13;50-100;50-100;224.39;8.77;44.74
E;kE12E13;50-100;100-200;198.55;13.84;40.15
