zona_climatica;periodo;Superficie Utile Riscaldata;Volume Lordo Riscaldato;EPgl_nren;EPgl_ren;CO2
F;k2015;<50;100-200;97.99;57.51;21.95
F;k2015;<50;200-500;95.12;71.22;20.93
F;k2015;<50;500-1000;163.37;17.8;36.75
F;k2015;<50;1000-5000;0.0;0.0;0.0
F;k2015;<50;5000-10000;0.0;0.0;0.0
F;k2015;<50;>10000;0.0;0.0;0.0
F;k2015;50-100;<50;0.0;0.0;0.0
F;k2015;50-100;50-100;120.25;22.79;23.89
F;k2015;50-100;100-200;89.03;46.31;19.81
F;k2015;50-100;200-500;81.21;52.05;17.82
F;k2015;50-100;500-1000;78.88;73.5;18.47
F;k2015;50-100;1000-5000;0.0;0.0;0.0
F;k2015;50-100;5000-10000;0.0;0.0;0.0
F;k2015;50-100;>10000;0.0;0.0;0.0
F;k2015;100-200;<50;0.0;0.0;0.0
F;k2015;100-200;50-100;55.26;87.77;10.96
F;k2015;100-200;100-200;176.51;1.39;34.92
F;k2015;100-200;200-500;81.07;46.59;17.46
F;k2015;100-200;500-1000;62.98;59.25;13.71
F;k2015;100-200;1000-5000;42.51;73.82;9.4
F;k2015;100-200;5000-10000;0.0;0.0;0.0
F;k2015;100-200;>10000;0.0;0.0;0.0
F;k2015;200-500;<50;0.0;0.0;0.0
F;k2015;200-500;50-100;0.0;0.0;0.0
F;k2015;200-500;100-200;0.0;0.0;0.0
F;k2015;200-500;200-500;95.88;30.56;22.74
F;k2015;200-500;500-1000;63.42;54.41;13.64
F;k2015;200-500;1000-5000;51.03;55.53;11.91
F;k2015;200-500;5000-10000;0.0;0.0;0.0
F;k2015;200-500;>10000;0.0;0.0;0.0
F;k2015;500-1000;<50;0.0;0.0;0.0
F;k2015;500-1000;50-100;0.0;0.0;0.0
F;k2015;500-1000;100-200;0.0;0.0;0.0
F;k2015;500-1000;200-500;0.0;0.0;0.0
F;k2015;500-1000;500-1000;0.0;0.0;0.0
F;k2015;500-1000;1000-5000;58.82;40.15;13.43
F;k2015;500-1000;5000-10000;0.0;0.0;0.0
F;k2015;500-1000;>10000;0.0;0.0;0.0
F;k2015;1000-5000;<50;0.0;0.0;0.0
F;k2015;1000-5000;50-100;0.0;0.0;0.0
F;k2015;1000-5000;100-200;0.0;0.0;0.0
F;k2015;1000-5000;200-500;0.0;0.0;0.0
F;k2015;1000-5000;500-1000;0.0;0.0;0.0
F;k2015;1000-5000;1000-5000;0.0;0.0;0.0
F;k2015;1000-5000;5000-10000;0.0;0.0;0.0
F;k2015;1000-5000;>10000;0.0;0.0;0.0
F;k2015;>5000;<50;0.0;0.0;0.0
F;k2015;>5000;50-100;0.0;0.0;0.0
F;k2015;>5000;100-200;0.0;0.0;0.0
F;k2015;>5000;200-500;0.0;0.0;0.0
F;k2015;>5000;500-1000;0.0;0.0;0.0
F;k2015;>5000;1000-5000;0.0;0.0;0.0
F;k2015;>5000;5000-10000;0.0;0.0;0.0
F;k2015;>5000;>10000;0.0;0.0;0.0
