zona_climatica;periodo;Superficie Utile Riscaldata;Volume Lordo Riscaldato;Superficie Disperdente;EPgl_nren
D;kE16;<50;50-100;50-100;158.04
D;kE16;<50;50-100;100-200;197.44
D;kE16;<50;50-100;200-500;360.37
D;kE16;<50;50-100;500-1000;427.1
D;kE16;<50;100-200;<50;104.23
D;kE16;<50;100-200;50-100;110.71
D;kE16;<50;100-200;100-200;148.24
D;kE16;<50;100-200;200-500;181.59
D;kE16;<50;100-200;500-1000;291.32
D;kE16;<50;100-200;1000-5000;523.83
D;kE16;<50;200-500;<50;93.73
D;kE16;<50;200-500;50-100;106.1
D;kE16;<50;200-500;100-200;134.94
D;kE16;<50;200-500;200-500;213.53
D;kE16;<50;500-1000;50-100;268.11
D;kE16;<50;500-1000;100-200;264.13
D;kE16;<50;500-1000;200-500;284.7
D;kE16;<50;500-1000;500-1000;508.98
D;kE16;<50;1000-5000;50-100;233.51
D;kE16;<50;1000-5000;100-200;220.88
D;kE16;<50;1000-5000;200-500;255.59
D;kE16;50-100;50-100;<50;163.88
D;kE16;50-100;50-100;50-100;109.46
D;kE16;50-100;50-100;100-200;96.58
D;kE16;50-100;50-100;200-500;158.38
D;kE16;50-100;100-200;<50;87.83
D;kE16;50-100;100-200;50-100;105.02
D;kE16;50-100;100-200;100-200;130.12
D;kE16;50-100;100-200;200-500;171.55
D;kE16;50-100;100-200;500-1000;217.94
D;kE16;50-100;100-200;1000-5000;220.39
D;kE16;50-100;200-500;<50;80.28
D;kE16;50-100;200-500;50-100;86.0
D;kE16;50-100;200-500;100-200;108.13
D;kE16;50-100;200-500;200-500;148.45
D;kE16;50-100;200-500;500-1000;232.15
D;kE16;50-100;200-500;1000-5000;256.43
D;kE16;50-100;500-1000;50-100;139.96
D;kE16;50-100;500-1000;100-200;129.52
D;kE16;50-100;500-1000;200-500;193.56
D;kE16;50-100;500-1000;500-1000;253.55
D;kE16;50-100;1000-5000;50-100;140.99
D;kE16;50-100;1000-5000;100-200;110.62
D;kE16;50-100;1000-5000;200-500;151.65
D;kE16;50-100;1000-5000;500-1000;276.17
D;kE16;50-100;1000-5000;1000-5000;469.88
D;kE16;100-200;50-100;<50;252.07
D;kE16;100-200;50-100;200-500;88.34
D;kE16;100-200;100-200;<50;73.2
D;kE16;100-200;100-200;50-100;71.36
D;kE16;100-200;100-200;100-200;110.03
D;kE16;100-200;100-200;200-500;93.53
D;kE16;100-200;100-200;500-1000;161.56
D;kE16;100-200;200-500;<50;73.54
D;kE16;100-200;200-500;50-100;77.95
D;kE16;100-200;200-500;100-200;90.2
D;kE16;100-200;200-500;200-500;118.79
D;kE16;100-200;200-500;500-1000;202.08
D;kE16;100-200;200-500;1000-5000;242.42
D;kE16;100-200;500-1000;<50;62.39
D;kE16;100-200;500-1000;50-100;72.57
D;kE16;100-200;500-1000;100-200;88.26
D;kE16;100-200;500-1000;200-500;105.75
D;kE16;100-200;500-1000;500-1000;138.4
D;kE16;100-200;500-1000;1000-5000;283.43
D;kE16;100-200;1000-5000;<50;53.36
D;kE16;100-200;1000-5000;50-100;52.76
D;kE16;100-200;1000-5000;100-200;122.09
D;kE16;100-200;1000-5000;200-500;136.27
D;kE16;100-200;1000-5000;500-1000;186.44
D;kE16;100-200;1000-5000;1000-5000;294.45
D;kE16;200-500;100-200;100-200;42.69
D;kE16;200-500;200-500;100-200;99.2
D;kE16;200-500;200-500;200-500;83.87
D;kE16;200-500;200-500;500-1000;140.81
D;kE16;200-500;500-1000;<50;33.43
D;kE16;200-500;500-1000;50-100;78.0
D;kE16;200-500;500-1000;100-200;79.67
D;kE16;200-500;500-1000;200-500;89.02
D;kE16;200-500;500-1000;500-1000;104.14
D;kE16;200-500;500-1000;1000-5000;135.21
D;kE16;200-500;1000-5000;<50;37.98
D;kE16;200-500;1000-5000;50-100;37.09
D;kE16;200-500;1000-5000;100-200;73.15
D;kE16;200-500;1000-5000;200-500;100.09
D;kE16;200-500;1000-5000;500-1000;97.64
D;kE16;200-500;1000-5000;1000-5000;114.23
D;kE16;500-1000;500-1000;500-1000;81.65
D;kE16;500-1000;1000-5000;50-100;50.45
D;kE16;500-1000;1000-5000;100-200;40.77
D;kE16;500-1000;1000-5000;200-500;74.35
D;kE16;500-1000;1000-5000;500-1000;92.12
D;kE16;500-1000;1000-5000;1000-5000;79.82
D;k2015;<50;50-100;<50;91.62
D;k2015;<50;50-100;50-100;107.1
D;k2015;<50;50-100;100-200;183.48
D;k2015;<50;50-100;200-500;66.8
D;k2015;<50;100-200;<50;55.03
D;k2015;<50;100-200;50-100;54.56
D;k2015;<50;100-200;100-200;71.07
D;k2015;<50;100-200;200-500;123.07
D;k2015;<50;100-200;500-1000;178.64
D;k2015;<50;100-200;1000-5000;72.12
D;k2015;<50;200-500;<50;42.89
D;k2015;<50;200-500;50-100;70.58
D;k2015;<50;200-500;100-200;66.57
D;k2015;<50;200-500;200-500;104.19
D;k2015;<50;200-500;500-1000;246.55
D;k2015;<50;200-500;1000-5000;284.73
D;k2015;<50;500-1000;100-200;96.0
D;k2015;<50;500-1000;200-500;367.74
D;k2015;<50;500-1000;500-1000;89.52
D;k2015;<50;1000-5000;50-100;195.33
D;k2015;<50;1000-5000;200-500;229.35
D;k2015;50-100;50-100;50-100;81.51
D;k2015;50-100;50-100;100-200;112.51
D;k2015;50-100;50-100;200-500;92.79
D;k2015;50-100;100-200;<50;65.72
D;k2015;50-100;100-200;50-100;58.18
D;k2015;50-100;100-200;100-200;73.31
D;k2015;50-100;100-200;200-500;121.23
D;k2015;50-100;100-200;500-1000;86.34
D;k2015;50-100;200-500;<50;61.85
D;k2015;50-100;200-500;50-100;51.96
D;k2015;50-100;200-500;100-200;54.86
D;k2015;50-100;200-500;200-500;73.25
D;k2015;50-100;200-500;500-1000;190.71
D;k2015;50-100;200-500;1000-5000;188.49
D;k2015;50-100;500-1000;50-100;19.39
D;k2015;50-100;500-1000;100-200;85.01
D;k2015;50-100;500-1000;200-500;72.9
D;k2015;50-100;500-1000;500-1000;120.87
D;k2015;50-100;500-1000;1000-5000;194.09
D;k2015;50-100;1000-5000;100-200;64.84
D;k2015;50-100;1000-5000;200-500;112.54
D;k2015;50-100;1000-5000;500-1000;140.93
D;k2015;100-200;50-100;200-500;163.96
D;k2015;100-200;50-100;1000-5000;176.42
D;k2015;100-200;100-200;<50;204.97
D;k2015;100-200;100-200;50-100;45.71
D;k2015;100-200;100-200;100-200;41.03
D;k2015;100-200;100-200;200-500;118.61
D;k2015;100-200;100-200;500-1000;3.96
D;k2015;100-200;200-500;<50;38.49
D;k2015;100-200;200-500;50-100;57.67
D;k2015;100-200;200-500;100-200;61.18
D;k2015;100-200;200-500;200-500;74.44
D;k2015;100-200;200-500;500-1000;102.42
D;k2015;100-200;200-500;1000-5000;171.83
D;k2015;100-200;500-1000;<50;56.76
D;k2015;100-200;500-1000;50-100;56.64
D;k2015;100-200;500-1000;100-200;70.77
D;k2015;100-200;500-1000;200-500;64.82
D;k2015;100-200;500-1000;500-1000;74.27
D;k2015;100-200;500-1000;1000-5000;153.11
D;k2015;100-200;1000-5000;<50;47.67
D;k2015;100-200;1000-5000;50-100;43.5
D;k2015;100-200;1000-5000;200-500;107.31
D;k2015;100-200;1000-5000;500-1000;96.77
D;k2015;100-200;1000-5000;1000-5000;247.84
D;k2015;200-500;100-200;<50;95.38
D;k2015;200-500;100-200;500-1000;156.47
D;k2015;200-500;200-500;<50;13.73
D;k2015;200-500;200-500;50-100;27.12
D;k2015;200-500;200-500;100-200;41.31
D;k2015;200-500;200-500;200-500;42.31
D;k2015;200-500;200-500;500-1000;69.87
D;k2015;200-500;500-1000;<50;28.76
D;k2015;200-500;500-1000;50-100;49.47
D;k2015;200-500;500-1000;100-200;63.1
D;k2015;200-500;500-1000;200-500;74.3
D;k2015;200-500;500-1000;500-1000;74.48
D;k2015;200-500;500-1000;1000-5000;197.8
D;k2015;200-500;1000-5000;50-100;33.2
D;k2015;200-500;1000-5000;100-200;61.51
D;k2015;200-500;1000-5000;200-500;95.16
D;k2015;200-500;1000-5000;500-1000;72.23
D;k2015;200-500;1000-5000;1000-5000;96.28
D;k2015;500-1000;200-500;200-500;94.3
D;k2015;500-1000;1000-5000;<50;72.08
D;k2015;500-1000;1000-5000;200-500;67.11
D;k2015;500-1000;1000-5000;500-1000;44.53
D;k2015;500-1000;1000-5000;1000-5000;71.7
E;kE8E9;<50;50-100;<50;228.45
E;kE8E9;<50;50-100;50-100;332.17
E;kE8E9;<50;50-100;100-200;398.85
E;kE8E9;<50;50-100;200-500;340.55
E;kE8E9;<50;50-100;500-1000;345.98
E;kE8E9;<50;50-100;1000-5000;154.9
E;kE8E9;<50;100-200;<50;149.76
E;kE8E9;<50;100-200;50-100;228.78
E;kE8E9;<50;100-200;100-200;314.12
E;kE8E9;<50;100-200;200-500;376.8
E;kE8E9;<50;100-200;500-1000;249.2
E;kE8E9;<50;100-200;1000-5000;296.09
E;kE8E9;<50;200-500;<50;134.75
E;kE8E9;<50;200-500;50-100;180.75
E;kE8E9;<50;200-500;100-200;282.83
E;kE8E9;<50;200-500;200-500;362.16
E;kE8E9;<50;200-500;500-1000;504.87
E;kE8E9;<50;500-1000;<50;224.71
E;kE8E9;<50;500-1000;50-100;265.92
E;kE8E9;<50;500-1000;100-200;262.63
E;kE8E9;<50;500-1000;200-500;351.82
E;kE8E9;<50;500-1000;500-1000;271.15
E;kE8E9;<50;1000-5000;<50;140.13
E;kE8E9;<50;1000-5000;50-100;299.8
E;kE8E9;<50;1000-5000;100-200;280.44
E;kE8E9;<50;1000-5000;200-500;504.15
E;kE8E9;<50;1000-5000;500-1000;175.33
E;kE8E9;<50;1000-5000;1000-5000;361.24
E;kE8E9;50-100;50-100;<50;187.17
E;kE8E9;50-100;50-100;50-100;199.08
E;kE8E9;50-100;50-100;100-200;264.07
E;kE8E9;50-100;50-100;200-500;280.53
E;kE8E9;50-100;50-100;500-1000;256.69
E;kE8E9;50-100;100-200;<50;141.56
E;kE8E9;50-100;100-200;50-100;190.5
E;kE8E9;50-100;100-200;100-200;271.24
E;kE8E9;50-100;100-200;200-500;348.78
E;kE8E9;50-100;100-200;500-1000;283.7
E;kE8E9;50-100;100-200;1000-5000;425.24
E;kE8E9;50-100;200-500;<50;125.12
E;kE8E9;50-100;200-500;50-100;152.25
E;kE8E9;50-100;200-500;100-200;235.53
E;kE8E9;50-100;200-500;200-500;307.41
E;kE8E9;50-100;200-500;500-1000;368.18
E;kE8E9;50-100;200-500;1000-5000;324.18
E;kE8E9;50-100;500-1000;<50;156.39
E;kE8E9;50-100;500-1000;50-100;137.82
E;kE8E9;50-100;500-1000;100-200;203.68
E;kE8E9;50-100;500-1000;200-500;285.32
E;kE8E9;50-100;500-1000;500-1000;356.29
E;kE8E9;50-100;1000-5000;<50;100.6
E;kE8E9;50-100;1000-5000;50-100;153.27
E;kE8E9;50-100;1000-5000;100-200;279.34
E;kE8E9;50-100;1000-5000;200-500;344.51
E;kE8E9;50-100;1000-5000;500-1000;345.74
E;kE8E9;100-200;50-100;50-100;306.05
E;kE8E9;100-200;50-100;100-200;179.52
E;kE8E9;100-200;50-100;200-500;182.51
E;kE8E9;100-200;50-100;500-1000;315.44
E;kE8E9;100-200;100-200;<50;131.46
E;kE8E9;100-200;100-200;50-100;170.32
E;kE8E9;100-200;100-200;100-200;200.09
E;kE8E9;100-200;100-200;200-500;250.52
E;kE8E9;100-200;100-200;500-1000;134.74
E;kE8E9;100-200;200-500;<50;120.11
E;kE8E9;100-200;200-500;50-100;128.32
E;kE8E9;100-200;200-500;100-200;173.8
E;kE8E9;100-200;200-500;200-500;270.21
E;kE8E9;100-200;200-500;500-1000;344.04
E;kE8E9;100-200;200-500;1000-5000;325.92
E;kE8E9;100-200;500-1000;<50;119.79
E;kE8E9;100-200;500-1000;50-100;119.75
E;kE8E9;100-200;500-1000;100-200;149.76
E;kE8E9;100-200;500-1000;200-500;242.48
E;kE8E9;100-200;500-1000;500-1000;277.03
E;kE8E9;100-200;500-1000;1000-5000;345.11
E;kE8E9;100-200;1000-5000;50-100;256.2
E;kE8E9;100-200;1000-5000;100-200;145.32
E;kE8E9;100-200;1000-5000;200-500;228.98
E;kE8E9;100-200;1000-5000;500-1000;277.12
E;kE8E9;100-200;1000-5000;1000-5000;291.63
E;kE8E9;200-500;50-100;100-200;78.5
E;kE8E9;200-500;50-100;200-500;286.29
E;kE8E9;200-500;100-200;50-100;312.28
E;kE8E9;200-500;100-200;100-200;121.41
E;kE8E9;200-500;100-200;200-500;159.76
E;kE8E9;200-500;100-200;500-1000;256.97
E;kE8E9;200-500;200-500;<50;126.65
E;kE8E9;200-500;200-500;50-100;156.65
E;kE8E9;200-500;200-500;100-200;191.2
E;kE8E9;200-500;200-500;200-500;221.82
E;kE8E9;200-500;200-500;500-1000;279.98
E;kE8E9;200-500;200-500;1000-5000;127.08
E;kE8E9;200-500;500-1000;<50;163.92
E;kE8E9;200-500;500-1000;50-100;121.9
E;kE8E9;200-500;500-1000;100-200;133.55
E;kE8E9;200-500;500-1000;200-500;196.19
E;kE8E9;200-500;500-1000;500-1000;248.16
E;kE8E9;200-500;500-1000;1000-5000;311.97
E;kE8E9;200-500;1000-5000;<50;72.76
E;kE8E9;200-500;1000-5000;50-100;108.6
E;kE8E9;200-500;1000-5000;100-200;116.95
E;kE8E9;200-500;1000-5000;200-500;168.11
E;kE8E9;200-500;1000-5000;500-1000;222.52
E;kE8E9;200-500;1000-5000;1000-5000;255.27
E;kE8E9;500-1000;200-500;50-100;148.53
E;kE8E9;500-1000;200-500;100-200;266.64
E;kE8E9;500-1000;200-500;200-500;111.43
E;kE8E9;500-1000;500-1000;<50;56.0
E;kE8E9;500-1000;500-1000;200-500;323.51
E;kE8E9;500-1000;500-1000;500-1000;186.66
E;kE8E9;500-1000;500-1000;1000-5000;357.7
E;kE8E9;500-1000;1000-5000;<50;71.31
E;kE8E9;500-1000;1000-5000;50-100;39.95
E;kE8E9;500-1000;1000-5000;100-200;77.95
E;kE8E9;500-1000;1000-5000;200-500;131.98
E;kE8E9;500-1000;1000-5000;500-1000;179.11
E;kE8E9;500-1000;1000-5000;1000-5000;211.65
E;kE10E11;<50;50-100;<50;218.18
E;kE10E11;<50;50-100;50-100;315.36
E;kE10E11;<50;50-100;100-200;382.13
E;kE10E11;<50;50-100;200-500;275.43
E;kE10E11;<50;100-200;<50;151.64
E;kE10E11;<50;100-200;50-100;202.64
E;kE10E11;<50;100-200;100-200;289.59
E;kE10E11;<50;100-200;200-500;372.37
E;kE10E11;<50;100-200;500-1000;283.05
E;kE10E11;<50;100-200;1000-5000;373.15
E;kE10E11;<50;200-500;<50;147.04
E;kE10E11;<50;200-500;50-100;180.85
E;kE10E11;<50;200-500;100-200;258.86
E;kE10E11;<50;200-500;200-500;343.99
E;kE10E11;<50;200-500;500-1000;365.37
E;kE10E11;<50;200-500;1000-5000;229.08
E;kE10E11;<50;500-1000;<50;190.04
E;kE10E11;<50;500-1000;50-100;340.47
E;kE10E11;<50;500-1000;100-200;304.63
E;kE10E11;<50;500-1000;200-500;396.89
E;kE10E11;<50;500-1000;500-1000;226.1
E;kE10E11;<50;1000-5000;<50;200.08
E;kE10E11;<50;1000-5000;50-100;220.12
E;kE10E11;<50;1000-5000;100-200;281.75
E;kE10E11;<50;1000-5000;500-1000;143.07
E;kE10E11;50-100;50-100;<50;162.16
E;kE10E11;50-100;50-100;50-100;187.81
E;kE10E11;50-100;50-100;100-200;251.33
E;kE10E11;50-100;50-100;200-500;281.65
E;kE10E11;50-100;50-100;500-1000;423.25
E;kE10E11;50-100;50-100;1000-5000;269.65
E;kE10E11;50-100;100-200;<50;143.65
E;kE10E11;50-100;100-200;50-100;174.35
E;kE10E11;50-100;100-200;100-200;262.3
E;kE10E11;50-100;100-200;200-500;329.66
E;kE10E11;50-100;100-200;500-1000;234.22
E;kE10E11;50-100;100-200;1000-5000;177.6
E;kE10E11;50-100;200-500;<50;131.94
E;kE10E11;50-100;200-500;50-100;148.64
E;kE10E11;50-100;200-500;100-200;213.81
E;kE10E11;50-100;200-500;200-500;274.83
E;kE10E11;50-100;200-500;500-1000;342.17
E;kE10E11;50-100;200-500;1000-5000;242.86
E;kE10E11;50-100;500-1000;<50;293.06
E;kE10E11;50-100;500-1000;50-100;180.45
E;kE10E11;50-100;500-1000;100-200;220.33
E;kE10E11;50-100;500-1000;200-500;296.18
E;kE10E11;50-100;500-1000;500-1000;310.8
E;kE10E11;50-100;500-1000;1000-5000;329.68
E;kE10E11;50-100;1000-5000;<50;169.96
E;kE10E11;50-100;1000-5000;50-100;118.58
E;kE10E11;50-100;1000-5000;100-200;186.73
E;kE10E11;50-100;1000-5000;200-500;362.25
E;kE10E11;50-100;1000-5000;500-1000;299.23
E;kE10E11;50-100;1000-5000;1000-5000;200.17
E;kE10E11;100-200;50-100;<50;249.98
E;kE10E11;100-200;50-100;50-100;190.98
E;kE10E11;100-200;50-100;100-200;109.53
E;kE10E11;100-200;50-100;200-500;230.87
E;kE10E11;100-200;50-100;500-1000;222.76
E;kE10E11;100-200;100-200;<50;149.02
E;kE10E11;100-200;100-200;50-100;154.88
E;kE10E11;100-200;100-200;100-200;195.29
E;kE10E11;100-200;100-200;200-500;263.2
E;kE10E11;100-200;100-200;500-1000;295.48
E;kE10E11;100-200;200-500;<50;130.71
E;kE10E11;100-200;200-500;50-100;129.6
E;kE10E11;100-200;200-500;100-200;156.87
E;kE10E11;100-200;200-500;200-500;251.93
E;kE10E11;100-200;200-500;500-1000;315.68
E;kE10E11;100-200;200-500;1000-5000;324.88
E;kE10E11;100-200;500-1000;<50;150.46
E;kE10E11;100-200;500-1000;50-100;124.69
E;kE10E11;100-200;500-1000;100-200;149.48
E;kE10E11;100-200;500-1000;200-500;225.9
E;kE10E11;100-200;500-1000;500-1000;249.73
E;kE10E11;100-200;500-1000;1000-5000;317.19
E;kE10E11;100-200;1000-5000;<50;180.8
E;kE10E11;100-200;1000-5000;50-100;203.41
E;kE10E11;100-200;1000-5000;100-200;192.24
E;kE10E11;100-200;1000-5000;200-500;278.68
E;kE10E11;100-200;1000-5000;500-1000;287.02
E;kE10E11;100-200;1000-5000;1000-5000;311.58
E;kE10E11;200-500;50-100;<50;420.9
E;kE10E11;200-500;50-100;200-500;153.2
E;kE10E11;200-500;50-100;500-1000;136.6
E;kE10E11;200-500;100-200;50-100;262.47
E;kE10E11;200-500;100-200;100-200;219.25
E;kE10E11;200-500;100-200;200-500;244.4
E;kE10E11;200-500;100-200;500-1000;203.36
E;kE10E11;200-500;200-500;<50;212.64
E;kE10E11;200-500;200-500;50-100;142.72
E;kE10E11;200-500;200-500;100-200;130.64
E;kE10E11;200-500;200-500;200-500;178.8
E;kE10E11;200-500;200-500;500-1000;226.37
E;kE10E11;200-500;200-500;1000-5000;233.61
E;kE10E11;200-500;500-1000;<50;156.78
E;kE10E11;200-500;500-1000;50-100;141.93
E;kE10E11;200-500;500-1000;100-200;139.62
E;kE10E11;200-500;500-1000;200-500;184.15
E;kE10E11;200-500;500-1000;500-1000;221.3
E;kE10E11;200-500;500-1000;1000-5000;299.9
E;kE10E11;200-500;1000-5000;<50;50.74
E;kE10E11;200-500;1000-5000;50-100;44.27
E;kE10E11;200-500;1000-5000;100-200;114.2
E;kE10E11;200-500;1000-5000;200-500;167.01
E;kE10E11;200-500;1000-5000;500-1000;197.27
E;kE10E11;200-500;1000-5000;1000-5000;239.52
E;kE10E11;500-1000;100-200;50-100;367.5
E;kE10E11;500-1000;100-200;100-200;253.5
E;kE10E11;500-1000;100-200;200-500;64.87
E;kE10E11;500-1000;200-500;50-100;148.08
E;kE10E11;500-1000;200-500;100-200;112.54
E;kE10E11;500-1000;200-500;200-500;176.68
E;kE10E11;500-1000;500-1000;100-200;46.68
E;kE10E11;500-1000;500-1000;200-500;177.18
E;kE10E11;500-1000;500-1000;500-1000;223.86
E;kE10E11;500-1000;1000-5000;<50;218.75
E;kE10E11;500-1000;1000-5000;50-100;51.86
E;kE10E11;500-1000;1000-5000;100-200;59.87
E;kE10E11;500-1000;1000-5000;200-500;88.26
E;kE10E11;500-1000;1000-5000;500-1000;170.22
E;kE10E11;500-1000;1000-5000;1000-5000;200.4
E;kE12E13;<50;50-100;<50;206.74
E;kE12E13;<50;50-100;50-100;285.67
E;kE12E13;<50;50-100;100-200;360.87
E;kE12E13;<50;50-100;200-500;330.95
E;kE12E13;<50;50-100;500-1000;326.2
E;kE12E13;<50;100-200;<50;144.25
E;kE12E13;<50;100-200;50-100;197.75
E;kE12E13;<50;100-200;100-200;264.05
E;kE12E13;<50;100-200;200-500;338.76
E;kE12E13;<50;100-200;500-1000;299.65
E;kE12E13;<50;200-500;<50;130.04
E;kE12E13;<50;200-500;50-100;190.45
E;kE12E13;<50;200-500;100-200;247.1
E;kE12E13;<50;200-500;200-500;326.76
E;kE12E13;<50;500-1000;<50;194.25
E;kE12E13;<50;500-1000;50-100;238.51
E;kE12E13;<50;500-1000;100-200;232.89
E;kE12E13;<50;500-1000;200-500;303.96
E;kE12E13;<50;500-1000;500-1000;108.92
E;kE12E13;<50;1000-5000;<50;99.95
E;kE12E13;<50;1000-5000;50-100;218.28
E;kE12E13;<50;1000-5000;100-200;372.44
E;kE12E13;<50;1000-5000;500-1000;138.63
E;kE12E13;<50;1000-5000;1000-5000;332.42
E;kE12E13;50-100;50-100;<50;168.99
E;kE12E13;50-100;50-100;50-100;157.55
E;kE12E13;50-100;50-100;100-200;239.82
E;kE12E13;50-100;50-100;200-500;269.74
E;kE12E13;50-100;100-200;<50;131.27
E;kE12E13;50-100;100-200;50-100;162.1
E;kE12E13;50-100;100-200;100-200;234.26
E;kE12E13;50-100;100-200;200-500;290.0
E;kE12E13;50-100;100-200;500-1000;404.21
E;kE12E13;50-100;100-200;1000-5000;181.19
E;kE12E13;50-100;200-500;<50;121.36
E;kE12E13;50-100;200-500;50-100;128.8
E;kE12E13;50-100;200-500;100-200;188.74
E;kE12E13;50-100;200-500;200-500;237.06
E;kE12E13;50-100;200-500;500-1000;332.16
E;kE12E13;50-100;200-500;1000-5000;344.69
E;kE12E13;50-100;500-1000;<50;136.03
E;kE12E13;50-100;500-1000;50-100;175.59
E;kE12E13;50-100;500-1000;100-200;202.9
E;kE12E13;50-100;500-1000;200-500;294.2
E;kE12E13;50-100;500-1000;500-1000;279.93
E;kE12E13;50-100;1000-5000;<50;77.22
E;kE12E13;50-100;1000-5000;50-100;151.28
E;kE12E13;50-100;1000-5000;100-200;218.54
E;kE12E13;50-100;1000-5000;200-500;335.58
E;kE12E13;50-100;1000-5000;500-1000;446.74
E;kE12E13;50-100;1000-5000;1000-5000;346.36
E;kE12E13;100-200;50-100;<50;203.73
E;kE12E13;100-200;50-100;50-100;179.03
E;kE12E13;100-200;50-100;100-200;121.52
E;kE12E13;100-200;50-100;200-500;205.46
E;kE12E13;100-200;50-100;500-1000;104.4
E;kE12E13;100-200;100-200;<50;176.79
E;kE12E13;100-200;100-200;50-100;150.88
E;kE12E13;100-200;100-200;100-200;193.59
E;kE12E13;100-200;100-200;200-500;238.58
E;kE12E13;100-200;100-200;500-1000;234.12
E;kE12E13;100-200;200-500;<50;137.77
E;kE12E13;100-200;200-500;50-100;119.11
E;kE12E13;100-200;200-500;100-200;146.96
E;kE12E13;100-200;200-500;200-500;215.93
E;kE12E13;100-200;200-500;500-1000;285.29
E;kE12E13;100-200;200-500;1000-5000;359.27
E;kE12E13;100-200;500-1000;<50;156.19
E;kE12E13;100-200;500-1000;50-100;119.97
E;kE12E13;100-200;500-1000;100-200;140.89
E;kE12E13;100-200;500-1000;200-500;193.47
E;kE12E13;100-200;500-1000;500-1000;225.68
E;kE12E13;100-200;500-1000;1000-5000;290.54
E;kE12E13;100-200;1000-5000;100-200;155.63
E;kE12E13;100-200;1000-5000;200-500;233.61
E;kE12E13;100-200;1000-5000;500-1000;298.34
E;kE12E13;100-200;1000-5000;1000-5000;301.13
E;kE12E13;200-500;50-100;200-500;230.72
E;kE12E13;200-500;50-100;500-1000;88.2
E;kE12E13;200-500;100-200;50-100;149.14
E;kE12E13;200-500;100-200;100-200;91.08
E;kE12E13;200-500;100-200;200-500;173.45
E;kE12E13;200-500;100-200;500-1000;220.23
E;kE12E13;200-500;200-500;<50;280.5
E;kE12E13;200-500;200-500;50-100;86.28
E;kE12E13;200-500;200-500;100-200;118.62
E;kE12E13;200-500;200-500;200-500;161.16
E;kE12E13;200-500;200-500;500-1000;202.13
E;kE12E13;200-500;500-1000;<50;118.34
E;kE12E13;200-500;500-1000;50-100;95.04
E;kE12E13;200-500;500-1000;100-200;128.59
E;kE12E13;200-500;500-1000;200-500;160.73
E;kE12E13;200-500;500-1000;500-1000;195.45
E;kE12E13;200-500;500-1000;1000-5000;276.71
E;kE12E13;200-500;1000-5000;<50;171.83
E;kE12E13;200-500;1000-5000;50-100;80.65
E;kE12E13;200-500;1000-5000;100-200;118.72
E;kE12E13;200-500;1000-5000;200-500;146.44
E;kE12E13;200-500;1000-5000;500-1000;174.61
E;kE12E13;200-500;1000-5000;1000-5000;207.19
E;kE12E13;500-1000;100-200;100-200;235.4
E;kE12E13;500-1000;200-500;50-100;164.29
E;kE12E13;500-1000;200-500;100-200;155.96
E;kE12E13;500-1000;200-500;200-500;249.77
E;kE12E13;500-1000;200-500;500-1000;86.96
E;kE12E13;500-1000;200-500;1000-5000;81.35
E;kE12E13;500-1000;500-1000;200-500;41.71
E;kE12E13;500-1000;500-1000;500-1000;267.25
E;kE12E13;500-1000;1000-5000;100-200;194.27
E;kE12E13;500-1000;1000-5000;200-500;124.5
E;kE12E13;500-1000;1000-5000;500-1000;137.91
E;kE12E13;500-1000;1000-5000;1000-5000;179.65
E;kE14E15;<50;50-100;<50;162.65
E;kE14E15;<50;50-100;50-100;238.98
E;kE14E15;<50;50-100;100-200;307.17
E;kE14E15;<50;50-100;200-500;289.78
E;kE14E15;<50;100-200;<50;123.02
E;kE14E15;<50;100-200;50-100;159.76
E;kE14E15;<50;100-200;100-200;204.68
E;kE14E15;<50;100-200;200-500;250.11
E;kE14E15;<50;100-200;500-1000;234.25
E;kE14E15;<50;100-200;1000-5000;404.71
E;kE14E15;<50;200-500;<50;128.96
E;kE14E15;<50;200-500;50-100;163.28
E;kE14E15;<50;200-500;100-200;204.92
E;kE14E15;<50;200-500;200-500;261.87
E;kE14E15;<50;200-500;500-1000;348.09
E;kE14E15;<50;500-1000;50-100;154.85
E;kE14E15;<50;500-1000;100-200;277.14
E;kE14E15;<50;500-1000;200-500;391.45
E;kE14E15;<50;500-1000;500-1000;175.64
E;kE14E15;<50;1000-5000;50-100;211.42
E;kE14E15;<50;1000-5000;100-200;179.28
E;kE14E15;50-100;50-100;<50;145.22
E;kE14E15;50-100;50-100;50-100;139.33
E;kE14E15;50-100;50-100;100-200;194.56
E;kE14E15;50-100;50-100;200-500;207.95
E;kE14E15;50-100;100-200;<50;113.67
E;kE14E15;50-100;100-200;50-100;138.41
E;kE14E15;50-100;100-200;100-200;186.35
E;kE14E15;50-100;100-200;200-500;224.63
E;kE14E15;50-100;100-200;500-1000;230.94
E;kE14E15;50-100;100-200;1000-5000;100.49
E;kE14E15;50-100;200-500;<50;106.3
E;kE14E15;50-100;200-500;50-100;119.3
E;kE14E15;50-100;200-500;100-200;163.18
E;kE14E15;50-100;200-500;200-500;195.66
E;kE14E15;50-100;200-500;500-1000;316.65
E;kE14E15;50-100;200-500;1000-5000;295.05
E;kE14E15;50-100;500-1000;<50;131.78
E;kE14E15;50-100;500-1000;50-100;118.56
E;kE14E15;50-100;500-1000;100-200;188.64
E;kE14E15;50-100;500-1000;200-500;239.56
E;kE14E15;50-100;500-1000;500-1000;217.11
