zona_climatica;periodo;Superficie Utile Riscaldata;Volume Lordo Riscaldato;Superficie Disperdente;EPgl_nren
C;kE16;100-200;1000-5000;100-200;133.39
C;kE16;100-200;1000-5000;200-500;101.0
C;kE16;100-200;1000-5000;500-1000;152.33
C;kE16;100-200;1000-5000;1000-5000;171.89
C;kE16;200-500;100-200;200-500;179.94
C;kE16;200-500;200-500;50-100;62.96
C;kE16;200-500;200-500;100-200;158.01
C;kE16;200-500;200-500;200-500;72.83
C;kE16;200-500;200-500;500-1000;100.51
C;kE16;200-500;200-500;1000-5000;269.13
C;kE16;200-500;500-1000;<50;54.12
C;kE16;200-500;500-1000;50-100;41.18
C;kE16;200-500;500-1000;100-200;78.02
C;kE16;200-500;500-1000;200-500;84.33
C;kE16;200-500;500-1000;500-1000;98.36
C;kE16;200-500;500-1000;1000-5000;68.22
C;kE16;200-500;1000-5000;50-100;66.17
C;kE16;200-500;1000-5000;100-200;59.61
C;kE16;200-500;1000-5000;200-500;89.82
C;kE16;200-500;1000-5000;500-1000;88.36
C;kE16;200-500;1000-5000;1000-5000;126.43
C;kE16;500-1000;1000-5000;50-100;41.01
C;kE16;500-1000;1000-5000;100-200;55.2
C;kE16;500-1000;1000-5000;200-500;35.41
C;kE16;500-1000;1000-5000;500-1000;22.5
C;kE16;500-1000;1000-5000;1000-5000;114.64
C;k2015;<50;50-100;<50;116.13
C;k2015;<50;50-100;50-100;124.48
C;k2015;<50;50-100;100-200;207.62
C;k2015;<50;50-100;200-500;146.58
C;k2015;<50;50-100;500-1000;115.5
C;k2015;<50;100-200;<50;63.01
C;k2015;<50;100-200;50-100;55.88
C;k2015;<50;100-200;100-200;79.31
C;k2015;<50;100-200;200-500;130.97
C;k2015;<50;100-200;500-1000;103.3
C;k2015;<50;200-500;<50;55.62
C;k2015;<50;200-500;50-100;54.61
C;k2015;<50;200-500;100-200;63.08
C;k2015;<50;200-500;200-500;109.35
C;k2015;<50;200-500;500-1000;96.16
C;k2015;<50;500-1000;50-100;37.99
C;k2015;<50;500-1000;200-500;129.53
C;k2015;<50;500-1000;500-1000;104.56
C;k2015;<50;500-1000;1000-5000;35.9
C;k2015;50-100;50-100;<50;42.39
C;k2015;50-100;50-100;50-100;163.25
C;k2015;50-100;50-100;100-200;150.83
C;k2015;50-100;50-100;200-500;71.5
C;k2015;50-100;100-200;<50;41.7
C;k2015;50-100;100-200;50-100;61.22
C;k2015;50-100;100-200;100-200;69.43
C;k2015;50-100;100-200;200-500;109.38
C;k2015;50-100;100-200;500-1000;143.28
C;k2015;50-100;100-200;1000-5000;198.98
C;k2015;50-100;200-500;<50;57.85
C;k2015;50-100;200-500;50-100;42.28
C;k2015;50-100;200-500;100-200;41.69
C;k2015;50-100;200-500;200-500;71.54
C;k2015;50-100;200-500;500-1000;135.06
C;k2015;50-100;200-500;1000-5000;140.99
C;k2015;50-100;500-1000;<50;170.53
C;k2015;50-100;500-1000;50-100;93.71
C;k2015;50-100;500-1000;100-200;99.95
C;k2015;50-100;500-1000;200-500;86.82
C;k2015;50-100;500-1000;500-1000;134.43
C;k2015;50-100;500-1000;1000-5000;145.54
C;k2015;50-100;1000-5000;50-100;67.72
C;k2015;50-100;1000-5000;200-500;76.63
C;k2015;50-100;1000-5000;500-1000;178.15
C;k2015;50-100;1000-5000;1000-5000;80.6
C;k2015;100-200;50-100;50-100;33.33
C;k2015;100-200;50-100;200-500;39.65
C;k2015;100-200;100-200;50-100;26.47
C;k2015;100-200;100-200;100-200;48.02
C;k2015;100-200;100-200;200-500;57.39
C;k2015;100-200;200-500;<50;49.03
C;k2015;100-200;200-500;50-100;55.86
C;k2015;100-200;200-500;100-200;49.42
C;k2015;100-200;200-500;200-500;66.49
C;k2015;100-200;200-500;500-1000;94.03
C;k2015;100-200;200-500;1000-5000;166.76
C;k2015;100-200;500-1000;<50;68.2
C;k2015;100-200;500-1000;50-100;78.4
C;k2015;100-200;500-1000;100-200;54.48
C;k2015;100-200;500-1000;200-500;60.06
C;k2015;100-200;500-1000;500-1000;81.15
C;k2015;100-200;500-1000;1000-5000;118.88
C;k2015;100-200;1000-5000;50-100;47.91
C;k2015;100-200;1000-5000;100-200;66.39
C;k2015;100-200;1000-5000;200-500;92.4
C;k2015;100-200;1000-5000;500-1000;117.1
C;k2015;100-200;1000-5000;1000-5000;170.29
C;k2015;200-500;200-500;100-200;47.24
C;k2015;200-500;200-500;200-500;73.23
C;k2015;200-500;200-500;500-1000;39.5
C;k2015;200-500;500-1000;<50;69.73
C;k2015;200-500;500-1000;50-100;29.57
C;k2015;200-500;500-1000;100-200;79.3
C;k2015;200-500;500-1000;200-500;61.02
C;k2015;200-500;500-1000;500-1000;72.8
C;k2015;200-500;500-1000;1000-5000;79.38
C;k2015;200-500;1000-5000;100-200;5.47
C;k2015;200-500;1000-5000;200-500;78.77
C;k2015;200-500;1000-5000;500-1000;63.6
C;k2015;200-500;1000-5000;1000-5000;86.21
C;k2015;500-1000;500-1000;100-200;49.06
C;k2015;500-1000;1000-5000;200-500;65.07
C;k2015;500-1000;1000-5000;500-1000;70.47
C;k2015;500-1000;1000-5000;1000-5000;74.57
D;kE8E9;<50;50-100;<50;192.77
D;kE8E9;<50;50-100;50-100;273.67
D;kE8E9;<50;50-100;100-200;357.49
D;kE8E9;<50;50-100;200-500;306.21
D;kE8E9;<50;50-100;500-1000;302.06
D;kE8E9;<50;100-200;<50;142.68
D;kE8E9;<50;100-200;50-100;189.49
D;kE8E9;<50;100-200;100-200;269.99
D;kE8E9;<50;100-200;200-500;334.28
D;kE8E9;<50;100-200;500-1000;312.01
D;kE8E9;<50;100-200;1000-5000;142.32
D;kE8E9;<50;200-500;<50;124.03
D;kE8E9;<50;200-500;50-100;162.78
D;kE8E9;<50;200-500;100-200;238.93
D;kE8E9;<50;200-500;200-500;325.06
D;kE8E9;<50;200-500;500-1000;344.26
D;kE8E9;<50;200-500;1000-5000;514.03
D;kE8E9;<50;500-1000;50-100;126.39
D;kE8E9;<50;500-1000;100-200;257.55
D;kE8E9;<50;500-1000;200-500;399.25
D;kE8E9;<50;500-1000;500-1000;188.5
D;kE8E9;<50;1000-5000;<50;46.05
D;kE8E9;<50;1000-5000;100-200;172.43
D;kE8E9;<50;1000-5000;200-500;503.4
D;kE8E9;50-100;50-100;<50;205.54
D;kE8E9;50-100;50-100;50-100;159.24
D;kE8E9;50-100;50-100;100-200;195.52
D;kE8E9;50-100;50-100;200-500;250.97
D;kE8E9;50-100;50-100;500-1000;223.11
D;kE8E9;50-100;100-200;<50;128.36
D;kE8E9;50-100;100-200;50-100;164.87
D;kE8E9;50-100;100-200;100-200;223.86
D;kE8E9;50-100;100-200;200-500;271.71
D;kE8E9;50-100;100-200;500-1000;323.44
D;kE8E9;50-100;100-200;1000-5000;199.93
D;kE8E9;50-100;200-500;<50;117.39
D;kE8E9;50-100;200-500;50-100;132.36
D;kE8E9;50-100;200-500;100-200;183.68
D;kE8E9;50-100;200-500;200-500;254.21
D;kE8E9;50-100;200-500;500-1000;340.42
D;kE8E9;50-100;200-500;1000-5000;318.21
D;kE8E9;50-100;500-1000;<50;95.11
D;kE8E9;50-100;500-1000;50-100;136.26
D;kE8E9;50-100;500-1000;100-200;181.73
D;kE8E9;50-100;500-1000;200-500;271.69
D;kE8E9;50-100;500-1000;500-1000;326.9
D;kE8E9;50-100;500-1000;1000-5000;202.34
D;kE8E9;50-100;1000-5000;<50;70.92
D;kE8E9;50-100;1000-5000;50-100;120.3
D;kE8E9;50-100;1000-5000;100-200;270.47
D;kE8E9;50-100;1000-5000;200-500;378.04
D;kE8E9;50-100;1000-5000;500-1000;457.46
D;kE8E9;100-200;50-100;<50;236.18
D;kE8E9;100-200;50-100;50-100;129.69
D;kE8E9;100-200;50-100;100-200;128.38
D;kE8E9;100-200;50-100;200-500;197.0
D;kE8E9;100-200;50-100;500-1000;194.6
D;kE8E9;100-200;100-200;<50;156.78
D;kE8E9;100-200;100-200;50-100;166.06
D;kE8E9;100-200;100-200;100-200;148.75
D;kE8E9;100-200;100-200;200-500;207.6
D;kE8E9;100-200;100-200;500-1000;161.43
D;kE8E9;100-200;100-200;1000-5000;541.54
D;kE8E9;100-200;200-500;<50;118.61
D;kE8E9;100-200;200-500;50-100;113.7
D;kE8E9;100-200;200-500;100-200;142.13
D;kE8E9;100-200;200-500;200-500;212.74
D;kE8E9;100-200;200-500;500-1000;297.9
D;kE8E9;100-200;200-500;1000-5000;273.99
D;kE8E9;100-200;500-1000;<50;103.8
D;kE8E9;100-200;500-1000;50-100;111.78
D;kE8E9;100-200;500-1000;100-200;123.06
D;kE8E9;100-200;500-1000;200-500;191.16
D;kE8E9;100-200;500-1000;500-1000;250.81
D;kE8E9;100-200;500-1000;1000-5000;324.56
D;kE8E9;100-200;1000-5000;<50;243.3
D;kE8E9;100-200;1000-5000;50-100;104.34
D;kE8E9;100-200;1000-5000;100-200;160.51
D;kE8E9;100-200;1000-5000;200-500;203.34
D;kE8E9;100-200;1000-5000;500-1000;286.04
D;kE8E9;100-200;1000-5000;1000-5000;304.25
D;kE8E9;200-500;50-100;200-500;117.1
D;kE8E9;200-500;100-200;<50;155.29
D;kE8E9;200-500;100-200;50-100;37.26
D;kE8E9;200-500;100-200;100-200;110.85
D;kE8E9;200-500;100-200;200-500;107.28
D;kE8E9;200-500;100-200;500-1000;47.02
D;kE8E9;200-500;200-500;<50;456.64
D;kE8E9;200-500;200-500;50-100;145.73
D;kE8E9;200-500;200-500;100-200;126.53
D;kE8E9;200-500;200-500;200-500;170.1
D;kE8E9;200-500;200-500;500-1000;249.13
D;kE8E9;200-500;200-500;1000-5000;422.44
D;kE8E9;200-500;500-1000;<50;167.34
D;kE8E9;200-500;500-1000;50-100;118.21
D;kE8E9;200-500;500-1000;100-200;110.84
D;kE8E9;200-500;500-1000;200-500;147.72
D;kE8E9;200-500;500-1000;500-1000;202.32
D;kE8E9;200-500;500-1000;1000-5000;348.05
D;kE8E9;200-500;1000-5000;<50;57.89
D;kE8E9;200-500;1000-5000;50-100;87.84
D;kE8E9;200-500;1000-5000;100-200;98.14
D;kE8E9;200-500;1000-5000;200-500;130.8
D;kE8E9;200-500;1000-5000;500-1000;188.14
D;kE8E9;200-500;1000-5000;1000-5000;222.19
D;kE8E9;500-1000;200-500;50-100;76.83
D;kE8E9;500-1000;200-500;100-200;153.04
D;kE8E9;500-1000;500-1000;1000-5000;286.58
D;kE8E9;500-1000;1000-5000;50-100;39.96
D;kE8E9;500-1000;1000-5000;100-200;57.92
D;kE8E9;500-1000;1000-5000;200-500;94.36
D;kE8E9;500-1000;1000-5000;500-1000;135.78
D;kE8E9;500-1000;1000-5000;1000-5000;174.16
D;kE10E11;<50;50-100;<50;196.16
D;kE10E11;<50;50-100;50-100;263.13
D;kE10E11;<50;50-100;100-200;338.86
D;kE10E11;<50;50-100;200-500;316.01
D;kE10E11;<50;50-100;500-1000;239.5
D;kE10E11;<50;50-100;1000-5000;234.5
D;kE10E11;<50;100-200;<50;144.49
D;kE10E11;<50;100-200;50-100;167.96
D;kE10E11;<50;100-200;100-200;241.83
D;kE10E11;<50;100-200;200-500;316.93
D;kE10E11;<50;100-200;500-1000;273.66
D;kE10E11;<50;100-200;1000-5000;240.43
D;kE10E11;<50;200-500;<50;129.5
D;kE10E11;<50;200-500;50-100;151.63
D;kE10E11;<50;200-500;100-200;219.21
D;kE10E11;<50;200-500;200-500;314.72
D;kE10E11;<50;200-500;500-1000;341.63
D;kE10E11;<50;200-500;1000-5000;436.48
D;kE10E11;<50;500-1000;<50;52.27
D;kE10E11;<50;500-1000;50-100;321.46
D;kE10E11;<50;500-1000;100-200;277.28
D;kE10E11;<50;500-1000;200-500;418.82
D;kE10E11;<50;500-1000;500-1000;128.63
D;kE10E11;<50;1000-5000;<50;362.26
D;kE10E11;<50;1000-5000;50-100;197.49
D;kE10E11;<50;1000-5000;100-200;196.19
D;kE10E11;<50;1000-5000;200-500;353.93
D;kE10E11;<50;1000-5000;500-1000;372.88
D;kE10E11;50-100;50-100;<50;206.81
D;kE10E11;50-100;50-100;50-100;165.21
D;kE10E11;50-100;50-100;100-200;200.69
D;kE10E11;50-100;50-100;200-500;179.44
D;kE10E11;50-100;50-100;500-1000;102.43
D;kE10E11;50-100;50-100;1000-5000;87.94
D;kE10E11;50-100;100-200;<50;135.33
D;kE10E11;50-100;100-200;50-100;155.53
D;kE10E11;50-100;100-200;100-200;201.38
D;kE10E11;50-100;100-200;200-500;265.9
D;kE10E11;50-100;100-200;500-1000;340.47
D;kE10E11;50-100;100-200;1000-5000;215.92
D;kE10E11;50-100;200-500;<50;114.18
D;kE10E11;50-100;200-500;50-100;123.36
D;kE10E11;50-100;200-500;100-200;166.19
D;kE10E11;50-100;200-500;200-500;231.97
D;kE10E11;50-100;200-500;500-1000;344.62
D;kE10E11;50-100;200-500;1000-5000;337.97
D;kE10E11;50-100;500-1000;<50;163.39
D;kE10E11;50-100;500-1000;50-100;152.31
D;kE10E11;50-100;500-1000;100-200;188.4
D;kE10E11;50-100;500-1000;200-500;292.65
D;kE10E11;50-100;500-1000;500-1000;341.03
D;kE10E11;50-100;500-1000;1000-5000;402.36
D;kE10E11;50-100;1000-5000;<50;82.05
D;kE10E11;50-100;1000-5000;50-100;120.11
D;kE10E11;50-100;1000-5000;100-200;257.61
D;kE10E11;50-100;1000-5000;200-500;359.68
D;kE10E11;50-100;1000-5000;500-1000;423.49
D;kE10E11;50-100;1000-5000;1000-5000;257.69
D;kE10E11;100-200;50-100;<50;235.27
D;kE10E11;100-200;50-100;50-100;195.81
D;kE10E11;100-200;50-100;100-200;135.84
D;kE10E11;100-200;50-100;200-500;161.62
D;kE10E11;100-200;50-100;500-1000;225.77
D;kE10E11;100-200;100-200;<50;134.1
D;kE10E11;100-200;100-200;50-100;143.32
D;kE10E11;100-200;100-200;100-200;156.09
D;kE10E11;100-200;100-200;200-500;207.0
D;kE10E11;100-200;100-200;500-1000;176.27
D;kE10E11;100-200;200-500;<50;117.28
D;kE10E11;100-200;200-500;50-100;105.95
D;kE10E11;100-200;200-500;100-200;128.36
D;kE10E11;100-200;200-500;200-500;195.67
D;kE10E11;100-200;200-500;500-1000;291.53
D;kE10E11;100-200;200-500;1000-5000;299.96
D;kE10E11;100-200;500-1000;<50;112.93
D;kE10E11;100-200;500-1000;50-100;102.18
D;kE10E11;100-200;500-1000;100-200;117.89
D;kE10E11;100-200;500-1000;200-500;179.4
D;kE10E11;100-200;500-1000;500-1000;229.43
D;kE10E11;100-200;500-1000;1000-5000;317.7
D;kE10E11;100-200;1000-5000;<50;62.55
D;kE10E11;100-200;1000-5000;50-100;162.88
D;kE10E11;100-200;1000-5000;100-200;183.1
D;kE10E11;100-200;1000-5000;200-500;236.93
D;kE10E11;100-200;1000-5000;500-1000;322.48
D;kE10E11;100-200;1000-5000;1000-5000;333.29
D;kE10E11;200-500;50-100;50-100;83.35
D;kE10E11;200-500;50-100;500-1000;121.83
D;kE10E11;200-500;100-200;<50;53.19
D;kE10E11;200-500;100-200;50-100;128.35
D;kE10E11;200-500;100-200;100-200;110.55
D;kE10E11;200-500;100-200;200-500;138.83
D;kE10E11;200-500;100-200;500-1000;157.34
D;kE10E11;200-500;200-500;<50;103.2
D;kE10E11;200-500;200-500;50-100;139.32
D;kE10E11;200-500;200-500;100-200;112.11
D;kE10E11;200-500;200-500;200-500;146.15
D;kE10E11;200-500;200-500;500-1000;231.91
D;kE10E11;200-500;200-500;1000-5000;35.43
D;kE10E11;200-500;500-1000;<50;96.13
D;kE10E11;200-500;500-1000;50-100;111.13
D;kE10E11;200-500;500-1000;100-200;107.87
D;kE10E11;200-500;500-1000;200-500;134.96
D;kE10E11;200-500;500-1000;500-1000;181.05
D;kE10E11;200-500;500-1000;1000-5000;270.17
D;kE10E11;200-500;1000-5000;<50;51.92
D;kE10E11;200-500;1000-5000;50-100;82.51
D;kE10E11;200-500;1000-5000;100-200;87.19
D;kE10E11;200-500;1000-5000;200-500;124.93
D;kE10E11;200-500;1000-5000;500-1000;164.96
D;kE10E11;200-500;1000-5000;1000-5000;198.26
D;kE10E11;500-1000;200-500;50-100;127.82
D;kE10E11;500-1000;200-500;100-200;54.89
D;kE10E11;500-1000;200-500;200-500;74.96
D;kE10E11;500-1000;500-1000;<50;58.9
D;kE10E11;500-1000;500-1000;100-200;268.02
D;kE10E11;500-1000;500-1000;200-500;99.08
D;kE10E11;500-1000;500-1000;500-1000;135.35
D;kE10E11;500-1000;1000-5000;<50;144.64
D;kE10E11;500-1000;1000-5000;50-100;58.56
D;kE10E11;500-1000;1000-5000;100-200;60.37
D;kE10E11;500-1000;1000-5000;200-500;128.32
D;kE10E11;500-1000;1000-5000;500-1000;114.3
D;kE10E11;500-1000;1000-5000;1000-5000;144.83
D;kE12E13;<50;50-100;<50;166.21
D;kE12E13;<50;50-100;50-100;234.57
D;kE12E13;<50;50-100;100-200;318.26
D;kE12E13;<50;50-100;200-500;354.98
D;kE12E13;<50;50-100;500-1000;308.08
D;kE12E13;<50;100-200;<50;135.95
D;kE12E13;<50;100-200;50-100;163.49
D;kE12E13;<50;100-200;100-200;233.92
D;kE12E13;<50;100-200;200-500;302.01
D;kE12E13;<50;100-200;500-1000;374.97
D;kE12E13;<50;200-500;<50;142.31
D;kE12E13;<50;200-500;50-100;162.39
D;kE12E13;<50;200-500;100-200;214.0
D;kE12E13;<50;200-500;200-500;298.55
D;kE12E13;<50;200-500;500-1000;266.68
D;kE12E13;<50;500-1000;50-100;181.62
D;kE12E13;<50;500-1000;100-200;176.0
D;kE12E13;<50;500-1000;200-500;462.09
D;kE12E13;<50;500-1000;500-1000;88.2
D;kE12E13;<50;1000-5000;<50;97.45
D;kE12E13;<50;1000-5000;50-100;367.83
D;kE12E13;<50;1000-5000;200-500;406.98
D;kE12E13;<50;1000-5000;500-1000;187.54
D;kE12E13;50-100;50-100;<50;189.94
D;kE12E13;50-100;50-100;50-100;138.38
D;kE12E13;50-100;50-100;100-200;205.71
D;kE12E13;50-100;50-100;200-500;175.85
D;kE12E13;50-100;50-100;500-1000;44.14
D;kE12E13;50-100;100-200;<50;123.12
D;kE12E13;50-100;100-200;50-100;146.98
D;kE12E13;50-100;100-200;100-200;195.5
D;kE12E13;50-100;100-200;200-500;252.29
D;kE12E13;50-100;100-200;500-1000;276.08
D;kE12E13;50-100;100-200;1000-5000;201.86
D;kE12E13;50-100;200-500;<50;117.05
D;kE12E13;50-100;200-500;50-100;117.65
D;kE12E13;50-100;200-500;100-200;154.55
D;kE12E13;50-100;200-500;200-500;213.16
D;kE12E13;50-100;200-500;500-1000;329.6
D;kE12E13;50-100;200-500;1000-5000;343.02
D;kE12E13;50-100;500-1000;50-100;129.82
D;kE12E13;50-100;500-1000;100-200;179.34
D;kE12E13;50-100;500-1000;200-500;294.62
D;kE12E13;50-100;500-1000;500-1000;355.52
D;kE12E13;50-100;500-1000;1000-5000;475.28
D;kE12E13;50-100;1000-5000;50-100;103.06
D;kE12E13;50-100;1000-5000;100-200;201.61
D;kE12E13;50-100;1000-5000;200-500;342.87
D;kE12E13;50-100;1000-5000;500-1000;395.68
D;kE12E13;50-100;1000-5000;1000-5000;120.93
D;kE12E13;100-200;50-100;<50;201.13
D;kE12E13;100-200;50-100;50-100;279.92
D;kE12E13;100-200;50-100;100-200;100.19
D;kE12E13;100-200;50-100;200-500;181.86
D;kE12E13;100-200;50-100;500-1000;183.19
D;kE12E13;100-200;50-100;1000-5000;74.07
D;kE12E13;100-200;100-200;<50;157.89
D;kE12E13;100-200;100-200;50-100;139.6
D;kE12E13;100-200;100-200;100-200;143.46
D;kE12E13;100-200;100-200;200-500;207.09
D;kE12E13;100-200;100-200;500-1000;153.88
D;kE12E13;100-200;200-500;<50;119.56
D;kE12E13;100-200;200-500;50-100;99.64
D;kE12E13;100-200;200-500;100-200;122.86
D;kE12E13;100-200;200-500;200-500;180.34
D;kE12E13;100-200;200-500;500-1000;270.0
D;kE12E13;100-200;200-500;1000-5000;310.49
D;kE12E13;100-200;500-1000;<50;108.82
D;kE12E13;100-200;500-1000;50-100;101.13
D;kE12E13;100-200;500-1000;100-200;117.81
D;kE12E13;100-200;500-1000;200-500;164.05
D;kE12E13;100-200;500-1000;500-1000;212.22
D;kE12E13;100-200;500-1000;1000-5000;303.93
D;kE12E13;100-200;1000-5000;50-100;133.42
D;kE12E13;100-200;1000-5000;100-200;154.33
D;kE12E13;100-200;1000-5000;200-500;225.9
D;kE12E13;100-200;1000-5000;500-1000;320.17
D;kE12E13;100-200;1000-5000;1000-5000;323.83
D;kE12E13;200-500;50-100;<50;237.31
D;kE12E13;200-500;50-100;200-500;65.04
D;kE12E13;200-500;100-200;<50;179.2
D;kE12E13;200-500;100-200;50-100;124.69
D;kE12E13;200-500;100-200;100-200;112.23
D;kE12E13;200-500;100-200;200-500;99.68
D;kE12E13;200-500;100-200;500-1000;141.64
D;kE12E13;200-500;100-200;1000-5000;539.63
D;kE12E13;200-500;200-500;<50;31.26
D;kE12E13;200-500;200-500;50-100;84.78
D;kE12E13;200-500;200-500;100-200;119.53
D;kE12E13;200-500;200-500;200-500;146.89
D;kE12E13;200-500;200-500;500-1000;218.05
D;kE12E13;200-500;200-500;1000-5000;340.91
D;kE12E13;200-500;500-1000;<50;126.6
D;kE12E13;200-500;500-1000;50-100;87.43
D;kE12E13;200-500;500-1000;100-200;102.94
D;kE12E13;200-500;500-1000;200-500;129.36
D;kE12E13;200-500;500-1000;500-1000;164.76
D;kE12E13;200-500;500-1000;1000-5000;284.55
D;kE12E13;200-500;1000-5000;<50;252.49
D;kE12E13;200-500;1000-5000;50-100;80.0
D;kE12E13;200-500;1000-5000;100-200;83.54
D;kE12E13;200-500;1000-5000;200-500;121.41
D;kE12E13;200-500;1000-5000;500-1000;149.32
D;kE12E13;200-500;1000-5000;1000-5000;201.03
D;kE12E13;500-1000;100-200;<50;99.24
D;kE12E13;500-1000;100-200;50-100;48.2
D;kE12E13;500-1000;200-500;50-100;114.5
D;kE12E13;500-1000;200-500;100-200;129.18
D;kE12E13;500-1000;500-1000;100-200;38.49
D;kE12E13;500-1000;500-1000;500-1000;105.8
D;kE12E13;500-1000;1000-5000;50-100;50.78
D;kE12E13;500-1000;1000-5000;100-200;70.81
D;kE12E13;500-1000;1000-5000;200-500;77.98
D;kE12E13;500-1000;1000-5000;500-1000;127.66
D;kE12E13;500-1000;1000-5000;1000-5000;140.27
D;kE14E15;<50;50-100;<50;157.76
D;kE14E15;<50;50-100;50-100;201.53
D;kE14E15;<50;50-100;100-200;302.26
D;kE14E15;<50;50-100;200-500;197.29
D;kE14E15;<50;50-100;500-1000;268.88
D;kE14E15;<50;100-200;<50;131.5
D;kE14E15;<50;100-200;50-100;148.4
D;kE14E15;<50;100-200;100-200;205.39
D;kE14E15;<50;100-200;200-500;276.7
D;kE14E15;<50;100-200;500-1000;186.57
D;kE14E15;<50;100-200;1000-5000;149.21
D;kE14E15;<50;200-500;<50;104.04
D;kE14E15;<50;200-500;50-100;165.89
D;kE14E15;<50;200-500;100-200;204.1
D;kE14E15;<50;200-500;200-500;276.57
D;kE14E15;<50;200-500;500-1000;374.68
D;kE14E15;<50;500-1000;<50;97.0
D;kE14E15;<50;500-1000;50-100;147.63
D;kE14E15;<50;500-1000;100-200;451.2
D;kE14E15;<50;500-1000;200-500;341.92
D;kE14E15;<50;1000-5000;200-500;114.65
D;kE14E15;50-100;50-100;<50;154.94
D;kE14E15;50-100;50-100;50-100;112.7
D;kE14E15;50-100;50-100;100-200;179.05
D;kE14E15;50-100;50-100;200-500;187.05
D;kE14E15;50-100;50-100;500-1000;85.6
D;kE14E15;50-100;100-200;<50;115.12
D;kE14E15;50-100;100-200;50-100;130.7
D;kE14E15;50-100;100-200;100-200;174.14
D;kE14E15;50-100;100-200;200-500;228.91
D;kE14E15;50-100;100-200;500-1000;272.7
D;kE14E15;50-100;100-200;1000-5000;131.75
D;kE14E15;50-100;200-500;<50;109.14
D;kE14E15;50-100;200-500;50-100;108.46
D;kE14E15;50-100;200-500;100-200;141.39
D;kE14E15;50-100;200-500;200-500;191.58
D;kE14E15;50-100;200-500;500-1000;282.57
D;kE14E15;50-100;200-500;1000-5000;206.46
D;kE14E15;50-100;500-1000;<50;77.43
D;kE14E15;50-100;500-1000;50-100;131.86
D;kE14E15;50-100;500-1000;100-200;172.27
D;kE14E15;50-100;500-1000;200-500;282.83
D;kE14E15;50-100;500-1000;500-1000;331.14
D;kE14E15;50-100;500-1000;1000-5000;454.57
D;kE14E15;50-100;1000-5000;50-100;217.9
D;kE14E15;50-100;1000-5000;100-200;203.82
D;kE14E15;50-100;1000-5000;200-500;285.11
D;kE14E15;50-100;1000-5000;500-1000;411.34
D;kE14E15;100-200;50-100;<50;167.88
D;kE14E15;100-200;50-100;50-100;133.27
D;kE14E15;100-200;50-100;100-200;61.68
D;kE14E15;100-200;50-100;200-500;120.49
D;kE14E15;100-200;50-100;500-1000;287.97
D;kE14E15;100-200;100-200;<50;109.63
D;kE14E15;100-200;100-200;50-100;100.09
D;kE14E15;100-200;100-200;100-200;171.55
D;kE14E15;100-200;100-200;200-500;188.08
D;kE14E15;100-200;100-200;500-1000;127.94
D;kE14E15;100-200;200-500;<50;112.66
D;kE14E15;100-200;200-500;50-100;90.86
D;kE14E15;100-200;200-500;100-200;110.13
D;kE14E15;100-200;200-500;200-500;155.6
D;kE14E15;100-200;200-500;500-1000;236.36
D;kE14E15;100-200;200-500;1000-5000;351.24
D;kE14E15;100-200;500-1000;<50;89.01
D;kE14E15;100-200;500-1000;50-100;100.62
D;kE14E15;100-200;500-1000;100-200;106.67
D;kE14E15;100-200;500-1000;200-500;135.45
D;kE14E15;100-200;500-1000;500-1000;185.64
D;kE14E15;100-200;500-1000;1000-5000;294.85
D;kE14E15;100-200;1000-5000;<50;58.77
D;kE14E15;100-200;1000-5000;50-100;119.51
D;kE14E15;100-200;1000-5000;100-200;142.39
D;kE14E15;100-200;1000-5000;200-500;201.63
D;kE14E15;100-200;1000-5000;500-1000;290.92
D;kE14E15;100-200;1000-5000;1000-5000;381.51
D;kE14E15;200-500;50-100;200-500;87.62
D;kE14E15;200-500;100-200;50-100;109.93
D;kE14E15;200-500;100-200;100-200;64.79
D;kE14E15;200-500;100-200;500-1000;144.86
D;kE14E15;200-500;200-500;<50;82.34
D;kE14E15;200-500;200-500;50-100;84.14
D;kE14E15;200-500;200-500;100-200;165.99
D;kE14E15;200-500;200-500;200-500;102.26
D;kE14E15;200-500;200-500;500-1000;88.12
D;kE14E15;200-500;200-500;1000-5000;474.61
D;kE14E15;200-500;500-1000;<50;83.05
D;kE14E15;200-500;500-1000;50-100;101.17
D;kE14E15;200-500;500-1000;100-200;100.75
D;kE14E15;200-500;500-1000;200-500;114.21
D;kE14E15;200-500;500-1000;500-1000;138.95
D;kE14E15;200-500;500-1000;1000-5000;231.33
D;kE14E15;200-500;1000-5000;<50;32.68
D;kE14E15;200-500;1000-5000;50-100;72.32
D;kE14E15;200-500;1000-5000;100-200;87.35
D;kE14E15;200-500;1000-5000;200-500;104.12
D;kE14E15;200-500;1000-5000;500-1000;127.02
D;kE14E15;200-500;1000-5000;1000-5000;173.58
D;kE14E15;500-1000;100-200;50-100;83.9
D;kE14E15;500-1000;200-500;200-500;47.51
D;kE14E15;500-1000;500-1000;100-200;90.16
D;kE14E15;500-1000;500-1000;200-500;44.92
D;kE14E15;500-1000;1000-5000;50-100;33.88
D;kE14E15;500-1000;1000-5000;100-200;54.96
D;kE14E15;500-1000;1000-5000;200-500;73.89
D;kE14E15;500-1000;1000-5000;500-1000;125.7
D;kE14E15;500-1000;1000-5000;1000-5000;139.19
D;kE16;<50;50-100;<50;122.39
