zona_climatica;periodo;Superficie Utile Riscaldata;Volume Lordo Riscaldato;Superficie Disperdente;EPgl_nren;EPgl_ren;CO2
E;kE12E13;<50;500-1000;100-200;232.89;3.78;46.98
E;kE12E13;<50;500-1000;200-500;303.96;30.76;56.32
E;kE12E13;<50;500-1000;500-1000;108.92;112.9;22.43
E;kE12E13;<50;1000-5000;<50;99.95;5.02;20.55
E;kE12E13;<50;1000-5000;50-100;218.28;3.99;46.67
E;kE12E13;<50;1000-5000;100-200;372.44;4.51;72.55
E;kE12E13;<50;1000-5000;500-1000;138.63;7.28;29.81
E;kE12E13;<50;1000-5000;1000-5000;332.42;2.21;66.81
E;kE12E13;50-100;50-100;<50;168.99;4.97;33.25
E;kE12E13;50-100;50-100;50-100;157.55;8.14;31.47
E;kE12E13;50-100;50-100;100-200;239.82;7.95;47.85
E;kE12E13;50-100;50-100;200-500;269.74;11.09;53.82
E;kE12E13;50-100;100-200;<50;131.27;9.07;26.6
E;kE12E13;50-100;100-200;50-100;162.05;10.26;32.91
E;kE12E13;50-100;100-200;100-200;234.19;16.03;47.08
E;kE12E13;50-100;100-200;200-500;289.54;33.33;60.19
E;kE12E13;50-100;100-200;500-1000;404.21;5.47;78.43
E;kE12E13;50-100;100-200;1000-5000;181.19;0.98;34.12
E;kE12E13;50-100;200-500;<50;121.35;6.74;24.47
E;kE12E13;50-100;200-500;50-100;128.71;6.98;26.17
E;kE12E13;50-100;200-500;100-200;188.67;8.84;37.73
E;kE12E13;50-100;200-500;200-500;236.95;15.68;47.08
E;kE12E13;50-100;200-500;500-1000;333.21;20.02;66.48
E;kE12E13;50-100;200-500;1000-5000;344.69;3.63;68.11
E;kE12E13;50-100;500-1000;<50;136.03;1.05;27.53
E;kE12E13;50-100;500-1000;50-100;175.59;8.41;36.46
E;kE12E13;50-100;500-1000;100-200;202.9;11.05;40.07
E;kE12E13;50-100;500-1000;200-500;294.01;22.83;58.42
E;kE12E13;50-100;500-1000;500-1000;279.93;12.11;55.17
E;kE12E13;50-100;1000-5000;<50;77.22;5.65;16.28
E;kE12E13;50-100;1000-5000;50-100;151.28;6.73;30.68
E;kE12E13;50-100;1000-5000;100-200;218.54;8.88;41.33
E;kE12E13;50-100;1000-5000;200-500;335.58;13.44;68.49
E;kE12E13;50-100;1000-5000;500-1000;446.74;23.15;91.61
E;kE12E13;50-100;1000-5000;1000-5000;346.36;67.23;67.88
E;kE12E13;100-200;50-100;<50;203.73;5.19;40.99
E;kE12E13;100-200;50-100;50-100;179.03;3.89;37.52
E;kE12E13;100-200;50-100;100-200;121.52;1.14;23.5
E;kE12E13;100-200;50-100;200-500;205.46;12.48;40.58
E;kE12E13;100-200;50-100;500-1000;104.4;1.33;42.97
E;kE12E13;100-200;100-200;<50;176.79;25.74;38.8
E;kE12E13;100-200;100-200;50-100;150.88;3.88;29.53
E;kE12E13;100-200;100-200;100-200;193.59;3.07;40.08
E;kE12E13;100-200;100-200;200-500;236.94;16.52;48.11
E;kE12E13;100-200;100-200;500-1000;234.12;51.18;47.78
E;kE12E13;100-200;200-500;<50;137.76;6.91;27.2
E;kE12E13;100-200;200-500;50-100;118.8;5.94;24.04
E;kE12E13;100-200;200-500;100-200;146.85;7.47;29.69
E;kE12E13;100-200;200-500;200-500;215.84;17.96;43.27
E;kE12E13;100-200;200-500;500-1000;285.37;26.74;59.25
E;kE12E13;100-200;200-500;1000-5000;359.27;4.27;72.32
E;kE12E13;100-200;500-1000;<50;156.19;5.96;32.54
E;kE12E13;100-200;500-1000;50-100;119.97;8.42;23.81
E;kE12E13;100-200;500-1000;100-200;140.83;8.93;28.63
E;kE12E13;100-200;500-1000;200-500;193.41;21.74;38.7
E;kE12E13;100-200;500-1000;500-1000;225.7;35.49;45.46
E;kE12E13;100-200;500-1000;1000-5000;290.54;26.14;59.89
E;kE12E13;100-200;1000-5000;100-200;155.63;1.18;30.06
E;kE12E13;100-200;1000-5000;200-500;232.74;18.23;46.79
E;kE12E13;100-200;1000-5000;500-1000;298.72;21.83;61.24
E;kE12E13;100-200;1000-5000;1000-5000;301.13;18.52;53.34
E;kE12E13;200-500;50-100;200-500;230.72;4.22;43.68
E;kE12E13;200-500;50-100;500-1000;88.2;21.2;19.59
E;kE12E13;200-500;100-200;50-100;149.14;2.42;30.1
E;kE12E13;200-500;100-200;100-200;91.08;3.65;18.07
E;kE12E13;200-500;100-200;200-500;173.45;0.68;32.94
E;kE12E13;200-500;100-200;500-1000;220.23;2.19;45.21
E;kE12E13;200-500;200-500;<50;280.5;0.0;21.1
E;kE12E13;200-500;200-500;50-100;86.28;4.25;21.17
E;kE12E13;200-500;200-500;100-200;118.62;4.38;24.84
E;kE12E13;200-500;200-500;200-500;161.21;17.81;34.72
E;kE12E13;200-500;200-500;500-1000;202.13;20.01;42.37
E;kE12E13;200-500;500-1000;<50;118.34;2.78;22.59
E;kE12E13;200-500;500-1000;50-100;95.04;2.68;19.01
E;kE12E13;200-500;500-1000;100-200;128.46;4.4;26.04
E;kE12E13;200-500;500-1000;200-500;160.66;14.92;32.35
E;kE12E13;200-500;500-1000;500-1000;195.41;26.34;39.45
E;kE12E13;200-500;500-1000;1000-5000;273.62;28.63;54.64
E;kE12E13;200-500;1000-5000;<50;171.83;0.91;34.15
E;kE12E13;200-500;1000-5000;50-100;80.65;1.39;12.48
E;kE12E13;200-500;1000-5000;100-200;118.72;6.78;23.69
E;kE12E13;200-500;1000-5000;200-500;146.13;14.83;29.4
E;kE12E13;200-500;1000-5000;500-1000;174.65;26.18;35.28
E;kE12E13;200-500;1000-5000;1000-5000;207.14;29.9;41.57
E;kE12E13;500-1000;100-200;100-200;235.4;7.41;44.34
E;kE12E13;500-1000;200-500;50-100;164.29;4.19;32.92
E;kE12E13;500-1000;200-500;100-200;155.96;0.46;30.92
E;kE12E13;500-1000;200-500;200-500;249.77;8.71;53.81
E;kE12E13;500-1000;200-500;500-1000;86.96;0.86;17.21
E;kE12E13;500-1000;200-500;1000-5000;81.35;0.0;15.26
E;kE12E13;500-1000;500-1000;200-500;41.71;0.14;8.36
E;kE12E13;500-1000;500-1000;500-1000;267.25;3.65;65.71
E;kE12E13;500-1000;1000-5000;100-200;194.27;0.8;30.18
E;kE12E13;500-1000;1000-5000;200-500;124.5;16.09;24.8
E;kE12E13;500-1000;1000-5000;500-1000;139.28;20.95;29.5
E;kE12E13;500-1000;1000-5000;1000-5000;179.65;12.34;36.5
E;kE14E15;<50;50-100;<50;162.63;11.86;33.04
E;kE14E15;<50;50-100;50-100;238.97;23.14;48.0
E;kE14E15;<50;50-100;100-200;306.75;33.58;61.21
E;kE14E15;<50;50-100;200-500;289.78;5.45;56.0
E;kE14E15;<50;100-200;<50;122.98;7.64;25.15
E;kE14E15;<50;100-200;50-100;159.66;9.4;32.31
E;kE14E15;<50;100-200;100-200;204.54;10.74;40.89
E;kE14E15;<50;100-200;200-500;249.7;17.06;49.15
E;kE14E15;<50;100-200;500-1000;234.25;24.93;45.45
E;kE14E15;<50;100-200;1000-5000;404.71;9.55;78.09
E;kE14E15;<50;200-500;<50;128.24;5.2;25.64
E;kE14E15;<50;200-500;50-100;163.42;8.38;33.48
E;kE14E15;<50;200-500;100-200;204.69;11.06;40.84
E;kE14E15;<50;200-500;200-500;262.01;18.77;47.89
E;kE14E15;<50;200-500;500-1000;348.09;1.78;69.88
E;kE14E15;<50;500-1000;50-100;154.85;24.15;29.94
E;kE14E15;<50;500-1000;100-200;277.14;16.03;58.3
E;kE14E15;<50;500-1000;200-500;391.45;8.17;76.02
E;kE14E15;<50;500-1000;500-1000;175.64;3.51;34.44
E;kE14E15;<50;1000-5000;50-100;211.42;17.08;49.75
E;kE14E15;<50;1000-5000;100-200;179.28;4.15;38.82
E;kE14E15;50-100;50-100;<50;145.22;4.28;38.23
E;kE14E15;50-100;50-100;50-100;139.33;3.24;28.61
E;kE14E15;50-100;50-100;100-200;194.56;5.62;38.03
E;kE14E15;50-100;50-100;200-500;207.95;7.55;41.34
E;kE14E15;50-100;100-200;<50;113.41;5.16;22.85
E;kE14E15;50-100;100-200;50-100;138.33;6.5;27.92
E;kE14E15;50-100;100-200;100-200;186.28;8.08;37.27
E;kE14E15;50-100;100-200;200-500;224.31;18.13;48.18
E;kE14E15;50-100;100-200;500-1000;230.94;2.48;45.31
E;kE14E15;50-100;100-200;1000-5000;100.49;1.95;19.13
E;kE14E15;50-100;200-500;<50;106.5;4.79;21.61
E;kE14E15;50-100;200-500;50-100;119.27;5.49;24.08
E;kE14E15;50-100;200-500;100-200;163.12;6.83;32.51
E;kE14E15;50-100;200-500;200-500;195.61;13.44;38.54
E;kE14E15;50-100;200-500;500-1000;316.65;12.73;61.34
E;kE14E15;50-100;200-500;1000-5000;295.05;3.37;63.02
E;kE14E15;50-100;500-1000;<50;131.78;0.81;29.89
E;kE14E15;50-100;500-1000;50-100;118.56;3.56;25.01
E;kE14E15;50-100;500-1000;100-200;188.64;4.33;37.55
E;kE14E15;50-100;500-1000;200-500;240.09;19.57;47.97
E;kE14E15;50-100;500-1000;500-1000;217.11;13.47;43.52
E;kE14E15;50-100;1000-5000;<50;267.14;5.79;52.13
E;kE14E15;50-100;1000-5000;50-100;111.43;2.36;24.59
E;kE14E15;50-100;1000-5000;100-200;181.76;1.85;36.08
E;kE14E15;50-100;1000-5000;200-500;203.98;22.86;37.5
E;kE14E15;50-100;1000-5000;500-1000;182.89;42.45;37.19
E;kE14E15;100-200;50-100;<50;284.5;7.04;54.36
E;kE14E15;100-200;50-100;50-100;343.45;0.5;67.66
E;kE14E15;100-200;50-100;100-200;165.66;51.57;33.52
E;kE14E15;100-200;50-100;200-500;237.64;0.96;45.54
E;kE14E15;100-200;100-200;<50;102.24;5.04;22.4
E;kE14E15;100-200;100-200;50-100;109.23;2.65;21.72
E;kE14E15;100-200;100-200;100-200;153.8;3.48;34.14
E;kE14E15;100-200;100-200;200-500;192.76;10.67;37.82
E;kE14E15;100-200;100-200;500-1000;233.57;1.4;44.79
E;kE14E15;100-200;200-500;<50;109.25;5.81;21.2
E;kE14E15;100-200;200-500;50-100;106.56;4.71;21.77
E;kE14E15;100-200;200-500;100-200;127.47;6.1;25.65
E;kE14E15;100-200;200-500;200-500;169.43;16.45;33.69
E;kE14E15;100-200;200-500;500-1000;228.67;30.82;46.99
E;kE14E15;100-200;200-500;1000-5000;240.37;45.76;47.57
E;kE14E15;100-200;500-1000;<50;96.6;7.48;21.09
E;kE14E15;100-200;500-1000;50-100;109.98;4.98;22.24
E;kE14E15;100-200;500-1000;100-200;125.21;6.9;25.52
E;kE14E15;100-200;500-1000;200-500;156.31;19.88;31.1
E;kE14E15;100-200;500-1000;500-1000;178.78;36.53;35.74
E;kE14E15;100-200;500-1000;1000-5000;287.16;16.48;57.77
E;kE14E15;100-200;1000-5000;50-100;286.73;0.87;55.68
E;kE14E15;100-200;1000-5000;100-200;178.79;3.97;35.23
E;kE14E15;100-200;1000-5000;200-500;188.84;18.55;38.73
E;kE14E15;100-200;1000-5000;500-1000;261.76;35.3;53.79
E;kE14E15;100-200;1000-5000;1000-5000;266.55;37.42;55.73
E;kE14E15;200-500;50-100;<50;314.93;0.44;63.05
E;kE14E15;200-500;50-100;50-100;122.84;2.47;24.94
E;kE14E15;200-500;50-100;200-500;108.5;70.55;22.51
E;kE14E15;200-500;50-100;500-1000;281.44;1.37;62.5
E;kE14E15;200-500;100-200;50-100;140.9;14.08;29.28
E;kE14E15;200-500;100-200;100-200;157.04;4.31;29.06
E;kE14E15;200-500;100-200;200-500;112.74;2.4;22.45
E;kE14E15;200-500;100-200;500-1000;96.99;11.67;19.5
E;kE14E15;200-500;200-500;50-100;112.38;0.7;23.69
E;kE14E15;200-500;200-500;100-200;126.41;8.72;27.36
E;kE14E15;200-500;200-500;200-500;147.58;7.32;30.91
E;kE14E15;200-500;200-500;500-1000;185.68;26.4;43.6
E;kE14E15;200-500;500-1000;<50;84.33;2.99;16.3
E;kE14E15;200-500;500-1000;50-100;84.47;2.64;18.61
E;kE14E15;200-500;500-1000;100-200;103.32;9.53;20.81
E;kE14E15;200-500;500-1000;200-500;132.11;14.96;26.59
E;kE14E15;200-500;500-1000;500-1000;153.62;28.46;30.76
E;kE14E15;200-500;500-1000;1000-5000;231.79;12.8;46.95
E;kE14E15;200-500;1000-5000;<50;70.58;0.53;13.49
E;kE14E15;200-500;1000-5000;50-100;38.77;0.43;7.61
E;kE14E15;200-500;1000-5000;100-200;80.15;2.95;15.92
E;kE14E15;200-500;1000-5000;200-500;127.56;14.6;25.59
E;kE14E15;200-500;1000-5000;500-1000;142.5;26.7;28.54
E;kE14E15;200-500;1000-5000;1000-5000;163.47;31.16;32.55
E;kE14E15;500-1000;100-200;100-200;174.24;0.49;35.3
E;kE14E15;500-1000;200-500;50-100;30.09;0.05;6.06
E;kE14E15;500-1000;200-500;100-200;138.4;1.82;27.8
E;kE14E15;500-1000;200-500;200-500;39.59;0.49;7.73
E;kE14E15;500-1000;200-500;500-1000;55.27;0.37;11.11
E;kE14E15;500-1000;500-1000;100-200;81.89;2.7;16.04
E;kE14E15;500-1000;500-1000;200-500;72.29;13.89;14.03
E;kE14E15;500-1000;500-1000;500-1000;109.63;0.48;22.04
E;kE14E15;500-1000;500-1000;1000-5000;106.8;1.7;20.5
E;kE14E15;500-1000;1000-5000;<50;38.3;0.48;7.35
E;kE14E15;500-1000;1000-5000;50-100;42.12;0.11;7.92
E;kE14E15;500-1000;1000-5000;100-200;39.29;0.16;7.42
E;kE14E15;500-1000;1000-5000;200-500;113.47;13.75;23.85
E;kE14E15;500-1000;1000-5000;500-1000;120.8;13.4;24.97
E;kE14E15;500-1000;1000-5000;1000-5000;140.43;13.64;28.08
E;kE16;<50;50-100;<50;137.21;16.88;27.91
E;kE16;<50;50-100;50-100;187.12;26.31;38.08
E;kE16;<50;50-100;100-200;228.73;24.71;46.6
E;kE16;<50;50-100;200-500;251.17;81.67;52.73
E;kE16;<50;100-200;<50;100.71;13.8;21.04
E;kE16;<50;100-200;50-100;121.2;16.33;24.92
E;kE16;<50;100-200;100-200;153.94;17.37;31.03
E;kE16;<50;100-200;200-500;195.08;34.72;40.18
E;kE16;<50;100-200;500-1000;231.81;76.68;50.9
E;kE16;<50;100-200;1000-5000;238.36;7.72;48.82
E;kE16;<50;200-500;<50;109.74;17.36;21.71
E;kE16;<50;200-500;50-100;110.24;23.98;23.51
E;kE16;<50;200-500;100-200;139.56;24.23;28.39
E;kE16;<50;200-500;200-500;183.72;25.59;36.64
E;kE16;<50;200-500;1000-5000;148.35;14.76;30.75
E;kE16;<50;500-1000;100-200;231.02;10.38;46.21
E;kE16;<50;500-1000;200-500;256.38;17.9;52.16
E;kE16;<50;500-1000;500-1000;169.79;2.72;34.36
E;kE16;<50;1000-5000;<50;76.78;15.25;15.86
E;kE16;<50;1000-5000;50-100;109.99;11.26;21.83
E;kE16;<50;1000-5000;100-200;109.16;0.5;21.91
E;kE16;<50;1000-5000;200-500;381.96;1.43;72.87
E;kE16;<50;1000-5000;500-1000;104.0;1.66;21.54
E;kE16;50-100;50-100;<50;137.01;4.81;27.56
E;kE16;50-100;50-100;50-100;112.29;12.4;23.03
E;kE16;50-100;50-100;100-200;128.67;9.59;24.6
E;kE16;50-100;50-100;200-500;137.97;27.58;27.85
E;kE16;50-100;100-200;<50;95.34;9.13;19.56
E;kE16;50-100;100-200;50-100;112.42;11.57;22.95
E;kE16;50-100;100-200;100-200;141.99;12.1;28.59
E;kE16;50-100;100-200;200-500;165.22;23.19;36.69
E;kE16;50-100;100-200;500-1000;196.66;6.71;37.96
E;kE16;50-100;100-200;1000-5000;154.51;1.7;30.33
E;kE16;50-100;200-500;<50;87.65;10.09;18.26
E;kE16;50-100;200-500;50-100;94.33;13.76;19.72
E;kE16;50-100;200-500;100-200;119.83;14.11;24.27
E;kE16;50-100;200-500;200-500;132.66;22.03;26.6
E;kE16;50-100;200-500;500-1000;239.1;39.48;47.26
E;kE16;50-100;200-500;1000-5000;309.76;44.57;62.57
E;kE16;50-100;500-1000;<50;103.48;42.67;24.63
E;kE16;50-100;500-1000;50-100;102.32;3.61;19.71
E;kE16;50-100;500-1000;100-200;139.19;15.77;28.63
E;kE16;50-100;500-1000;200-500;147.33;34.13;29.93
E;kE16;50-100;500-1000;500-1000;186.92;36.71;38.06
E;kE16;50-100;500-1000;1000-5000;454.83;4.37;87.12
E;kE16;50-100;1000-5000;<50;241.58;8.4;47.08
E;kE16;50-100;1000-5000;50-100;72.98;1.71;13.76
E;kE16;50-100;1000-5000;100-200;175.48;30.79;34.57
E;kE16;50-100;1000-5000;200-500;147.36;21.31;29.39
E;kE16;50-100;1000-5000;500-1000;240.81;4.39;45.49
E;kE16;100-200;50-100;50-100;60.64;2.42;12.19
E;kE16;100-200;50-100;200-500;91.23;6.03;17.48
E;kE16;100-200;50-100;500-1000;207.2;15.4;39.52
E;kE16;100-200;100-200;<50;110.46;23.26;24.58
E;kE16;100-200;100-200;50-100;71.91;3.79;15.67
E;kE16;100-200;100-200;100-200;117.4;8.53;23.33
E;kE16;100-200;100-200;200-500;135.76;20.55;28.88
E;kE16;100-200;100-200;500-1000;137.76;1.43;18.67
E;kE16;100-200;100-200;1000-5000;89.45;0.62;19.01
E;kE16;100-200;200-500;<50;72.53;11.59;15.96
E;kE16;100-200;200-500;50-100;81.13;12.82;16.85
E;kE16;100-200;200-500;100-200;89.86;12.84;18.64
E;kE16;100-200;200-500;200-500;115.58;19.99;23.32
E;kE16;100-200;200-500;500-1000;156.84;41.65;31.88
E;kE16;100-200;200-500;1000-5000;213.5;12.33;42.09
E;kE16;100-200;500-1000;<50;77.16;5.67;18.05
E;kE16;100-200;500-1000;50-100;80.22;5.94;16.4
E;kE16;100-200;500-1000;100-200;84.46;21.74;18.16
E;kE16;100-200;500-1000;200-500;100.55;26.71;20.45
E;kE16;100-200;500-1000;500-1000;110.53;43.7;22.54
E;kE16;100-200;500-1000;1000-5000;224.18;35.16;45.01
E;kE16;100-200;1000-5000;50-100;116.54;0.75;25.14
E;kE16;100-200;1000-5000;100-200;87.22;2.56;17.07
E;kE16;100-200;1000-5000;200-500;113.15;31.7;24.72
E;kE16;100-200;1000-5000;500-1000;121.72;41.01;25.15
E;kE16;100-200;1000-5000;1000-5000;218.61;129.74;49.47
E;kE16;200-500;100-200;50-100;88.61;0.44;16.68
E;kE16;200-500;100-200;100-200;95.29;2.07;18.97
E;kE16;200-500;100-200;500-1000;24.6;56.0;5.01
E;kE16;200-500;200-500;50-100;182.25;76.89;35.0
E;kE16;200-500;200-500;100-200;77.09;5.65;16.23
E;kE16;200-500;200-500;200-500;90.51;8.28;20.56
E;kE16;200-500;200-500;500-1000;76.78;60.44;16.29
E;kE16;200-500;200-500;1000-5000;266.84;3.39;53.87
E;kE16;200-500;500-1000;<50;58.03;0.38;11.01
E;kE16;200-500;500-1000;50-100;65.79;4.02;12.67
E;kE16;200-500;500-1000;100-200;90.51;15.05;19.76
E;kE16;200-500;500-1000;200-500;92.99;21.51;18.94
E;kE16;200-500;500-1000;500-1000;99.94;33.34;20.18
E;kE16;200-500;500-1000;1000-5000;138.93;39.25;27.06
E;kE16;200-500;1000-5000;<50;52.12;301.33;9.92
E;kE16;200-500;1000-5000;50-100;46.86;1.12;9.04
E;kE16;200-500;1000-5000;100-200;97.27;5.42;19.72
E;kE16;200-500;1000-5000;200-500;95.59;31.22;20.26
E;kE16;200-500;1000-5000;500-1000;92.24;35.75;19.1
E;kE16;200-500;1000-5000;1000-5000;113.39;42.85;23.34
E;kE16;500-1000;200-500;100-200;85.1;0.95;15.1
E;kE16;500-1000;200-500;200-500;45.31;8.95;10.36
E;kE16;500-1000;500-1000;200-500;119.77;10.55;25.0
E;kE16;500-1000;500-1000;500-1000;76.92;25.96;15.28
E;kE16;500-1000;1000-5000;100-200;39.45;0.16;7.92
E;kE16;500-1000;1000-5000;200-500;78.08;13.39;16.21
E;kE16;500-1000;1000-5000;500-1000;89.78;16.15;18.41
E;kE16;500-1000;1000-5000;1000-5000;126.72;18.86;25.39
E;k2015;<50;50-100;<50;113.63;43.99;23.41
E;k2015;<50;50-100;50-100;155.28;53.23;32.11
E;k2015;<50;50-100;100-200;207.95;47.69;41.87
E;k2015;<50;50-100;200-500;588.76;0.01;117.75
E;k2015;<50;50-100;500-1000;68.67;138.09;16.2
E;k2015;<50;100-200;<50;60.52;39.98;13.51
E;k2015;<50;100-200;50-100;63.02;42.12;14.26
E;k2015;<50;100-200;100-200;84.31;50.19;17.98
E;k2015;<50;100-200;200-500;128.71;58.74;26.79
E;k2015;<50;100-200;500-1000;302.66;108.43;59.77
E;k2015;<50;100-200;1000-5000;223.01;8.13;42.44
E;k2015;<50;200-500;<50;70.66;41.47;16.22
E;k2015;<50;200-500;50-100;58.99;44.23;13.49
E;k2015;<50;200-500;100-200;64.43;52.85;14.25
E;k2015;<50;200-500;200-500;95.46;63.57;19.82
E;k2015;<50;200-500;500-1000;90.42;123.82;18.54
E;k2015;<50;500-1000;50-100;99.43;0.0;19.89
E;k2015;<50;500-1000;100-200;181.64;0.0;103.92
E;k2015;<50;500-1000;200-500;148.01;24.42;39.32
E;k2015;<50;500-1000;500-1000;101.48;87.01;21.88
E;k2015;<50;1000-5000;50-100;71.1;16.97;14.35
E;k2015;<50;1000-5000;100-200;97.76;30.72;19.85
E;k2015;<50;1000-5000;1000-5000;57.96;4.98;11.6
E;k2015;50-100;50-100;<50;61.95;22.31;23.01
E;k2015;50-100;50-100;50-100;105.35;20.8;23.99
E;k2015;50-100;50-100;100-200;28.63;35.13;5.97
E;k2015;50-100;50-100;200-500;51.63;44.43;10.69
E;k2015;50-100;100-200;<50;62.77;24.12;14.19
E;k2015;50-100;100-200;50-100;68.25;30.45;14.48
E;k2015;50-100;100-200;100-200;86.71;38.05;18.06
E;k2015;50-100;100-200;200-500;99.77;54.69;21.35
E;k2015;50-100;200-500;<50;60.98;25.66;13.09
E;k2015;50-100;200-500;50-100;46.61;35.17;10.68
E;k2015;50-100;200-500;100-200;51.76;40.79;11.54
E;k2015;50-100;200-500;200-500;57.81;50.66;12.38
E;k2015;50-100;200-500;500-1000;92.93;66.31;18.84
E;k2015;50-100;200-500;1000-5000;86.52;104.48;17.3
E;k2015;50-100;500-1000;<50;98.88;2.2;22.08
E;k2015;50-100;500-1000;50-100;66.93;42.73;16.54
E;k2015;50-100;500-1000;100-200;84.51;34.14;18.67
E;k2015;50-100;500-1000;200-500;49.53;64.76;10.94
E;k2015;50-100;500-1000;500-1000;68.18;77.7;14.69
E;k2015;50-100;1000-5000;100-200;140.83;16.71;28.1
E;k2015;50-100;1000-5000;200-500;93.66;101.49;20.15
E;k2015;50-100;1000-5000;500-1000;202.81;19.72;38.68
E;k2015;100-200;50-100;100-200;90.69;1.75;17.26
E;k2015;100-200;50-100;200-500;90.94;10.03;17.35
E;k2015;100-200;50-100;500-1000;45.44;41.12;9.07
E;k2015;100-200;100-200;<50;69.17;10.46;24.93
E;k2015;100-200;100-200;50-100;44.16;38.58;9.7
E;k2015;100-200;100-200;100-200;42.54;53.56;9.79
E;k2015;100-200;100-200;200-500;66.35;48.68;15.36
E;k2015;100-200;100-200;500-1000;123.6;112.83;30.42
E;k2015;100-200;100-200;1000-5000;99.8;11.34;24.31
E;k2015;100-200;200-500;<50;71.43;9.55;17.04
E;k2015;100-200;200-500;50-100;47.8;28.24;10.88
E;k2015;100-200;200-500;100-200;44.76;33.85;10.07
E;k2015;100-200;200-500;200-500;55.21;45.36;11.83
E;k2015;100-200;200-500;500-1000;93.83;60.12;20.78
E;k2015;100-200;200-500;1000-5000;59.76;91.63;13.71
E;k2015;100-200;500-1000;<50;48.72;35.98;11.74
E;k2015;100-200;500-1000;50-100;62.94;17.72;15.47
E;k2015;100-200;500-1000;100-200;50.9;31.65;12.07
E;k2015;100-200;500-1000;200-500;48.01;48.77;10.38
E;k2015;100-200;500-1000;500-1000;50.67;61.23;10.85
E;k2015;100-200;500-1000;1000-5000;107.8;81.36;23.11
E;k2015;100-200;1000-5000;100-200;36.43;41.67;6.43
E;k2015;100-200;1000-5000;200-500;63.56;47.83;13.93
E;k2015;100-200;1000-5000;500-1000;46.83;67.89;10.29
E;k2015;100-200;1000-5000;1000-5000;57.01;62.21;12.12
E;k2015;200-500;50-100;500-1000;25.33;65.53;5.72
E;k2015;200-500;100-200;500-1000;81.49;49.88;44.69
E;k2015;200-500;100-200;1000-5000;120.97;2.68;25.29
E;k2015;200-500;200-500;50-100;46.23;28.5;9.23
E;k2015;200-500;200-500;100-200;71.77;24.72;13.67
E;k2015;200-500;200-500;200-500;56.02;38.97;12.18
E;k2015;200-500;200-500;500-1000;96.0;21.87;20.66
E;k2015;200-500;200-500;1000-5000;79.67;8.33;16.87
E;k2015;200-500;500-1000;<50;62.87;29.06;13.97
E;k2015;200-500;500-1000;50-100;53.02;16.12;15.82
E;k2015;200-500;500-1000;100-200;76.78;16.89;15.8
E;k2015;200-500;500-1000;200-500;56.59;34.04;11.93
E;k2015;200-500;500-1000;500-1000;58.26;46.37;12.38
E;k2015;200-500;500-1000;1000-5000;62.25;55.31;11.2
E;k2015;200-500;1000-5000;<50;55.27;0.9;31.4
E;k2015;200-500;1000-5000;100-200;50.39;18.24;10.67
E;k2015;200-500;1000-5000;200-500;65.36;31.34;14.57
E;k2015;200-500;1000-5000;500-1000;50.05;49.2;10.76
E;k2015;200-500;1000-5000;1000-5000;53.55;56.29;11.57
E;k2015;500-1000;200-500;100-200;33.82;14.6;6.42
E;k2015;500-1000;200-500;1000-5000;21.91;47.42;5.16
E;k2015;500-1000;500-1000;200-500;75.98;19.47;14.3
E;k2015;500-1000;500-1000;500-1000;17.78;83.34;3.95
E;k2015;500-1000;1000-5000;100-200;64.7;1.56;13.05
E;k2015;500-1000;1000-5000;200-500;31.47;40.11;6.44
E;k2015;500-1000;1000-5000;500-1000;65.59;26.94;13.49
E;k2015;500-1000;1000-5000;1000-5000;44.89;51.98;9.6
F;kE8E9;<50;50-100;<50;260.23;31.38;54.6
F;kE8E9;<50;50-100;50-100;390.0;35.44;77.78
F;kE8E9;<50;50-100;100-200;420.86;34.88;82.65
F;kE8E9;<50;50-100;1000-5000;389.71;0.0;73.08
F;kE8E9;<50;100-200;<50;187.19;29.03;40.32
F;kE8E9;<50;100-200;50-100;275.54;40.44;56.68
F;kE8E9;<50;100-200;100-200;355.49;42.31;71.73
F;kE8E9;<50;100-200;200-500;407.48;41.79;80.66
F;kE8E9;<50;200-500;<50;177.91;14.5;37.3
F;kE8E9;<50;200-500;50-100;242.29;31.64;50.09
F;kE8E9;<50;200-500;100-200;315.59;40.17;64.2
F;kE8E9;<50;200-500;200-500;355.11;48.08;71.23
F;kE8E9;<50;500-1000;50-100;312.59;0.0;62.52
F;kE8E9;<50;500-1000;200-500;277.79;40.9;61.77
F;kE8E9;<50;500-1000;500-1000;408.24;1.75;98.79
F;kE8E9;<50;1000-5000;200-500;60.32;206.31;2.19
F;kE8E9;50-100;50-100;<50;282.13;1.38;58.21
F;kE8E9;50-100;50-100;50-100;253.92;2.25;54.43
F;kE8E9;50-100;50-100;100-200;405.65;12.46;77.19
F;kE8E9;50-100;50-100;200-500;294.04;89.81;57.22
F;kE8E9;50-100;100-200;<50;177.21;15.57;36.32
F;kE8E9;50-100;100-200;50-100;237.38;30.69;49.74
F;kE8E9;50-100;100-200;100-200;327.99;38.38;66.79
F;kE8E9;50-100;100-200;200-500;394.24;35.9;77.76
F;kE8E9;50-100;100-200;500-1000;353.83;8.39;74.43
F;kE8E9;50-100;200-500;<50;148.87;16.99;31.86
F;kE8E9;50-100;200-500;50-100;195.3;25.34;40.93
F;kE8E9;50-100;200-500;100-200;282.7;35.74;58.13
