zona_climatica;periodo;Superficie Utile Riscaldata;Volume Lordo Riscaldato;Superficie Disperdente;EPgl_nren;EPgl_ren;CO2
C;kE10E11;200-500;500-1000;500-1000;163.46;20.73;33.21
C;kE10E11;200-500;500-1000;1000-5000;238.0;21.43;48.09
C;kE10E11;200-500;1000-5000;<50;53.77;8.2;11.58
C;kE10E11;200-500;1000-5000;50-100;51.02;27.16;10.96
C;kE10E11;200-500;1000-5000;100-200;80.85;8.93;17.06
C;kE10E11;200-500;1000-5000;200-500;95.57;10.1;19.07
C;kE10E11;200-500;1000-5000;500-1000;145.82;21.49;29.17
C;kE10E11;200-500;1000-5000;1000-5000;176.82;22.04;35.47
C;kE10E11;500-1000;200-500;50-100;57.07;0.04;10.71
C;kE10E11;500-1000;200-500;100-200;81.96;8.29;17.35
C;kE10E11;500-1000;200-500;200-500;33.23;3.49;7.17
C;kE10E11;500-1000;500-1000;500-1000;45.64;0.0;9.13
C;kE10E11;500-1000;1000-5000;<50;28.84;4.05;7.14
C;kE10E11;500-1000;1000-5000;50-100;64.33;31.31;13.76
C;kE10E11;500-1000;1000-5000;100-200;60.92;6.63;12.38
C;kE10E11;500-1000;1000-5000;200-500;55.61;6.1;11.14
C;kE10E11;500-1000;1000-5000;500-1000;85.12;21.6;17.84
C;kE10E11;500-1000;1000-5000;1000-5000;116.84;20.84;23.71
C;kE12E13;<50;50-100;<50;154.98;18.34;31.97
C;kE12E13;<50;50-100;50-100;203.13;21.38;41.21
C;kE12E13;<50;50-100;100-200;281.38;21.48;56.44
C;kE12E13;<50;50-100;200-500;415.65;7.97;83.3
C;kE12E13;<50;50-100;500-1000;211.45;10.22;41.12
C;kE12E13;<50;100-200;<50;121.46;13.31;25.15
C;kE12E13;<50;100-200;50-100;146.54;14.17;29.96
C;kE12E13;<50;100-200;100-200;210.38;19.67;42.54
C;kE12E13;<50;100-200;200-500;273.7;19.55;54.76
C;kE12E13;<50;100-200;500-1000;394.16;16.62;77.79
C;kE12E13;<50;100-200;1000-5000;98.38;2.51;14.67
C;kE12E13;<50;200-500;<50;130.38;10.16;26.97
C;kE12E13;<50;200-500;50-100;171.1;13.54;35.06
C;kE12E13;<50;200-500;100-200;198.96;19.65;40.4
C;kE12E13;<50;200-500;200-500;279.65;20.52;55.46
C;kE12E13;<50;200-500;500-1000;350.32;9.15;68.65
C;kE12E13;<50;500-1000;50-100;272.08;3.95;55.01
C;kE12E13;<50;500-1000;100-200;190.0;5.1;40.22
C;kE12E13;<50;500-1000;200-500;393.01;7.23;78.76
C;kE12E13;<50;1000-5000;100-200;255.66;27.44;55.21
C;kE12E13;<50;1000-5000;200-500;344.82;15.43;71.26
C;kE12E13;50-100;50-100;<50;134.32;11.8;27.23
C;kE12E13;50-100;50-100;50-100;141.76;8.76;28.77
C;kE12E13;50-100;50-100;100-200;128.7;19.43;27.82
C;kE12E13;50-100;50-100;200-500;227.45;23.89;47.22
C;kE12E13;50-100;50-100;500-1000;360.35;17.7;74.71
C;kE12E13;50-100;100-200;<50;120.45;11.63;24.64
C;kE12E13;50-100;100-200;50-100;137.5;9.9;27.22
C;kE12E13;50-100;100-200;100-200;169.98;15.58;34.67
C;kE12E13;50-100;100-200;200-500;237.59;19.46;48.73
C;kE12E13;50-100;100-200;500-1000;255.08;4.76;52.53
C;kE12E13;50-100;100-200;1000-5000;154.07;0.0;28.89
C;kE12E13;50-100;200-500;<50;103.74;8.48;21.33
C;kE12E13;50-100;200-500;50-100;108.47;7.46;21.96
C;kE12E13;50-100;200-500;100-200;139.44;10.55;28.14
C;kE12E13;50-100;200-500;200-500;200.24;18.21;40.19
C;kE12E13;50-100;200-500;500-1000;315.24;18.3;63.52
C;kE12E13;50-100;200-500;1000-5000;310.6;5.02;60.37
C;kE12E13;50-100;500-1000;<50;91.29;2.84;18.01
C;kE12E13;50-100;500-1000;50-100;172.26;5.76;35.39
C;kE12E13;50-100;500-1000;100-200;175.84;12.78;35.69
C;kE12E13;50-100;500-1000;200-500;257.08;18.89;52.03
C;kE12E13;50-100;500-1000;500-1000;337.71;12.44;67.74
C;kE12E13;50-100;500-1000;1000-5000;425.61;61.09;85.05
C;kE12E13;50-100;1000-5000;<50;70.73;1.3;14.34
C;kE12E13;50-100;1000-5000;50-100;241.21;15.43;50.54
C;kE12E13;50-100;1000-5000;100-200;153.5;17.02;32.04
C;kE12E13;50-100;1000-5000;200-500;300.7;17.95;61.64
C;kE12E13;50-100;1000-5000;500-1000;393.84;13.99;79.87
C;kE12E13;50-100;1000-5000;1000-5000;121.86;0.81;22.97
C;kE12E13;100-200;50-100;<50;376.1;55.25;84.58
C;kE12E13;100-200;50-100;50-100;189.1;61.64;38.09
C;kE12E13;100-200;50-100;100-200;81.35;1.23;16.3
C;kE12E13;100-200;50-100;200-500;131.21;1.87;25.97
C;kE12E13;100-200;50-100;500-1000;40.63;0.0;7.62
C;kE12E13;100-200;100-200;<50;134.33;4.29;26.28
C;kE12E13;100-200;100-200;50-100;132.96;3.33;23.34
C;kE12E13;100-200;100-200;100-200;140.65;9.78;26.96
C;kE12E13;100-200;100-200;200-500;169.17;15.42;36.46
C;kE12E13;100-200;100-200;500-1000;135.7;3.63;27.32
C;kE12E13;100-200;200-500;<50;111.98;13.4;23.19
C;kE12E13;100-200;200-500;50-100;91.33;5.73;18.5
C;kE12E13;100-200;200-500;100-200;106.88;7.01;21.52
C;kE12E13;100-200;200-500;200-500;164.72;15.54;33.15
C;kE12E13;100-200;200-500;500-1000;246.55;18.13;49.89
C;kE12E13;100-200;200-500;1000-5000;271.15;6.44;53.54
C;kE12E13;100-200;500-1000;<50;90.96;7.08;18.74
C;kE12E13;100-200;500-1000;50-100;85.91;6.65;17.76
C;kE12E13;100-200;500-1000;100-200;100.9;8.17;20.58
C;kE12E13;100-200;500-1000;200-500;148.46;16.49;29.89
C;kE12E13;100-200;500-1000;500-1000;188.51;24.47;37.99
C;kE12E13;100-200;500-1000;1000-5000;301.79;26.48;60.34
C;kE12E13;100-200;1000-5000;<50;68.36;8.69;15.03
C;kE12E13;100-200;1000-5000;50-100;79.02;20.33;16.68
C;kE12E13;100-200;1000-5000;100-200;169.82;11.04;34.95
C;kE12E13;100-200;1000-5000;200-500;197.79;16.88;40.56
C;kE12E13;100-200;1000-5000;500-1000;259.19;25.81;53.21
C;kE12E13;100-200;1000-5000;1000-5000;337.86;30.91;69.87
C;kE12E13;200-500;100-200;50-100;47.82;1.0;9.25
C;kE12E13;200-500;100-200;100-200;101.02;4.14;20.18
C;kE12E13;200-500;100-200;200-500;70.93;66.9;15.88
C;kE12E13;200-500;100-200;1000-5000;400.15;0.47;75.11
C;kE12E13;200-500;200-500;<50;94.78;7.04;19.2
C;kE12E13;200-500;200-500;50-100;93.07;0.56;17.93
C;kE12E13;200-500;200-500;100-200;105.67;2.88;21.56
C;kE12E13;200-500;200-500;200-500;106.21;14.96;21.61
C;kE12E13;200-500;200-500;500-1000;218.66;17.4;46.52
C;kE12E13;200-500;200-500;1000-5000;184.22;21.25;40.01
C;kE12E13;200-500;500-1000;<50;85.46;6.41;17.24
C;kE12E13;200-500;500-1000;50-100;121.54;14.29;26.34
C;kE12E13;200-500;500-1000;100-200;100.67;9.8;20.23
C;kE12E13;200-500;500-1000;200-500;111.55;11.36;22.47
C;kE12E13;200-500;500-1000;500-1000;145.99;22.16;29.34
C;kE12E13;200-500;500-1000;1000-5000;224.34;18.09;46.1
C;kE12E13;200-500;1000-5000;<50;101.49;0.81;19.15
C;kE12E13;200-500;1000-5000;50-100;135.12;11.17;28.57
C;kE12E13;200-500;1000-5000;100-200;72.94;9.13;14.94
C;kE12E13;200-500;1000-5000;200-500;104.03;11.99;21.0
C;kE12E13;200-500;1000-5000;500-1000;130.6;21.45;26.22
C;kE12E13;200-500;1000-5000;1000-5000;166.22;19.9;33.36
C;kE12E13;500-1000;200-500;50-100;123.46;0.86;23.28
C;kE12E13;500-1000;200-500;200-500;41.75;2.03;8.65
C;kE12E13;500-1000;200-500;1000-5000;129.77;1.15;26.12
C;kE12E13;500-1000;500-1000;200-500;40.72;2.43;8.29
C;kE12E13;500-1000;500-1000;500-1000;33.6;0.0;6.72
C;kE12E13;500-1000;1000-5000;<50;77.54;13.82;16.94
C;kE12E13;500-1000;1000-5000;50-100;29.41;3.46;6.36
C;kE12E13;500-1000;1000-5000;100-200;37.52;1.83;7.3
C;kE12E13;500-1000;1000-5000;200-500;79.47;7.94;16.27
C;kE12E13;500-1000;1000-5000;500-1000;71.52;8.97;14.74
C;kE12E13;500-1000;1000-5000;1000-5000;105.86;11.03;21.93
C;kE14E15;<50;50-100;<50;146.34;25.81;31.21
C;kE14E15;<50;50-100;50-100;242.64;34.69;50.72
C;kE14E15;<50;50-100;100-200;279.04;22.71;56.0
C;kE14E15;<50;50-100;200-500;461.41;3.39;92.78
C;kE14E15;<50;100-200;<50;111.2;13.92;22.99
C;kE14E15;<50;100-200;50-100;131.11;14.8;26.78
C;kE14E15;<50;100-200;100-200;190.46;20.59;38.52
C;kE14E15;<50;100-200;200-500;250.58;21.82;50.43
C;kE14E15;<50;100-200;500-1000;323.6;10.21;64.62
C;kE14E15;<50;100-200;1000-5000;495.99;3.37;129.43
C;kE14E15;<50;200-500;<50;134.72;20.58;27.31
C;kE14E15;<50;200-500;50-100;152.84;16.54;30.86
C;kE14E15;<50;200-500;100-200;176.78;18.26;35.63
C;kE14E15;<50;200-500;200-500;264.28;21.79;52.34
C;kE14E15;<50;200-500;500-1000;345.14;5.62;69.86
C;kE14E15;<50;500-1000;<50;141.57;3.7;28.87
C;kE14E15;<50;500-1000;100-200;214.35;0.0;42.87
C;kE14E15;<50;500-1000;200-500;388.43;3.89;78.22
C;kE14E15;<50;500-1000;500-1000;535.55;9.45;108.52
C;kE14E15;50-100;50-100;<50;112.38;3.57;23.83
C;kE14E15;50-100;50-100;50-100;192.1;4.88;34.0
C;kE14E15;50-100;50-100;100-200;135.53;13.53;27.33
C;kE14E15;50-100;50-100;200-500;257.41;21.13;50.17
C;kE14E15;50-100;100-200;<50;107.45;10.41;22.34
C;kE14E15;50-100;100-200;50-100;116.74;9.06;23.64
C;kE14E15;50-100;100-200;100-200;159.13;13.66;32.43
C;kE14E15;50-100;100-200;200-500;225.07;20.23;46.4
C;kE14E15;50-100;100-200;500-1000;237.63;25.61;45.43
C;kE14E15;50-100;200-500;<50;97.32;7.49;19.93
C;kE14E15;50-100;200-500;50-100;98.94;5.87;20.0
C;kE14E15;50-100;200-500;100-200;123.95;8.4;24.81
C;kE14E15;50-100;200-500;200-500;177.99;16.81;35.69
C;kE14E15;50-100;200-500;500-1000;323.51;13.49;63.83
C;kE14E15;50-100;200-500;1000-5000;375.64;3.99;76.43
C;kE14E15;50-100;500-1000;<50;108.48;7.78;22.85
C;kE14E15;50-100;500-1000;50-100;122.21;3.48;24.79
C;kE14E15;50-100;500-1000;100-200;146.51;5.26;30.02
C;kE14E15;50-100;500-1000;200-500;232.48;21.91;47.04
C;kE14E15;50-100;500-1000;500-1000;320.11;52.45;65.26
C;kE14E15;50-100;1000-5000;50-100;183.09;13.99;38.7
C;kE14E15;50-100;1000-5000;100-200;190.64;12.74;40.02
C;kE14E15;50-100;1000-5000;200-500;251.72;2.63;50.74
C;kE14E15;50-100;1000-5000;500-1000;390.87;19.13;79.66
C;kE14E15;100-200;50-100;100-200;183.0;90.5;38.75
C;kE14E15;100-200;50-100;200-500;352.29;84.91;83.09
C;kE14E15;100-200;100-200;<50;115.83;0.83;23.04
C;kE14E15;100-200;100-200;50-100;131.86;25.83;25.67
C;kE14E15;100-200;100-200;100-200;137.8;9.24;26.54
C;kE14E15;100-200;100-200;200-500;139.04;8.57;29.06
C;kE14E15;100-200;200-500;<50;114.01;15.27;24.08
C;kE14E15;100-200;200-500;50-100;87.88;4.63;17.73
C;kE14E15;100-200;200-500;100-200;99.39;6.67;20.06
C;kE14E15;100-200;200-500;200-500;143.49;15.18;28.86
C;kE14E15;100-200;200-500;500-1000;216.33;21.15;44.28
C;kE14E15;100-200;200-500;1000-5000;330.94;13.06;66.74
C;kE14E15;100-200;500-1000;<50;110.09;13.81;20.48
C;kE14E15;100-200;500-1000;50-100;70.29;8.02;14.77
C;kE14E15;100-200;500-1000;100-200;101.31;6.89;20.64
C;kE14E15;100-200;500-1000;200-500;128.06;17.63;25.92
C;kE14E15;100-200;500-1000;500-1000;162.38;29.15;32.6
C;kE14E15;100-200;500-1000;1000-5000;271.03;30.33;55.13
C;kE14E15;100-200;1000-5000;50-100;99.28;10.37;20.78
C;kE14E15;100-200;1000-5000;100-200;193.71;6.0;39.63
C;kE14E15;100-200;1000-5000;200-500;180.38;12.44;37.74
C;kE14E15;100-200;1000-5000;500-1000;235.74;28.28;48.47
C;kE14E15;100-200;1000-5000;1000-5000;279.28;35.16;58.01
C;kE14E15;200-500;100-200;200-500;41.12;0.0;8.22
C;kE14E15;200-500;200-500;<50;45.58;7.41;10.22
C;kE14E15;200-500;200-500;50-100;83.54;0.25;16.5
C;kE14E15;200-500;200-500;100-200;85.03;5.76;17.17
C;kE14E15;200-500;200-500;200-500;93.93;23.52;17.29
C;kE14E15;200-500;200-500;500-1000;119.45;12.0;25.01
C;kE14E15;200-500;200-500;1000-5000;128.14;0.0;24.03
C;kE14E15;200-500;500-1000;<50;84.43;8.69;17.32
C;kE14E15;200-500;500-1000;50-100;111.13;7.09;21.48
C;kE14E15;200-500;500-1000;100-200;84.08;8.97;17.44
C;kE14E15;200-500;500-1000;200-500;96.46;14.27;19.5
C;kE14E15;200-500;500-1000;500-1000;130.32;24.8;26.15
C;kE14E15;200-500;500-1000;1000-5000;182.03;26.86;39.73
C;kE14E15;200-500;1000-5000;<50;33.22;0.16;6.64
C;kE14E15;200-500;1000-5000;50-100;35.15;0.09;6.84
C;kE14E15;200-500;1000-5000;100-200;118.3;7.59;24.25
C;kE14E15;200-500;1000-5000;200-500;93.94;11.77;19.26
C;kE14E15;200-500;1000-5000;500-1000;104.08;19.38;21.14
C;kE14E15;200-500;1000-5000;1000-5000;146.45;20.49;29.21
C;kE14E15;500-1000;200-500;200-500;28.64;3.14;6.2
C;kE14E15;500-1000;1000-5000;50-100;31.93;7.7;7.53
C;kE14E15;500-1000;1000-5000;100-200;36.81;1.0;7.29
C;kE14E15;500-1000;1000-5000;200-500;55.2;6.94;11.23
C;kE14E15;500-1000;1000-5000;500-1000;91.97;13.22;19.64
C;kE14E15;500-1000;1000-5000;1000-5000;94.2;11.2;19.72
C;kE16;<50;50-100;<50;164.46;22.22;37.53
C;kE16;<50;50-100;50-100;178.27;30.18;36.66
C;kE16;<50;50-100;100-200;202.42;18.18;40.45
C;kE16;<50;50-100;200-500;263.94;6.96;53.59
C;kE16;<50;50-100;500-1000;172.35;6.71;33.28
C;kE16;<50;100-200;<50;99.13;12.39;20.54
C;kE16;<50;100-200;50-100;108.52;18.37;22.53
C;kE16;<50;100-200;100-200;142.67;25.69;29.27
C;kE16;<50;100-200;200-500;207.16;29.65;41.62
C;kE16;<50;100-200;500-1000;328.94;1.18;65.52
C;kE16;<50;200-500;<50;219.54;53.95;48.3
C;kE16;<50;200-500;50-100;100.25;9.43;20.91
C;kE16;<50;200-500;100-200;139.37;24.12;29.27
C;kE16;<50;200-500;200-500;195.42;33.07;39.73
C;kE16;<50;200-500;500-1000;416.75;3.01;82.58
C;kE16;<50;500-1000;50-100;134.78;0.6;27.03
C;kE16;<50;500-1000;100-200;141.02;3.16;28.67
C;kE16;<50;500-1000;200-500;192.61;38.01;40.64
C;kE16;<50;1000-5000;100-200;14.73;60.82;3.47
C;kE16;<50;1000-5000;500-1000;94.76;0.0;18.95
C;kE16;50-100;50-100;50-100;94.31;0.71;18.97
C;kE16;50-100;50-100;100-200;122.2;7.4;25.39
C;kE16;50-100;50-100;200-500;152.89;2.61;33.2
C;kE16;50-100;100-200;<50;88.92;8.55;18.42
C;kE16;50-100;100-200;50-100;99.37;10.15;20.21
C;kE16;50-100;100-200;100-200;124.03;13.4;25.61
C;kE16;50-100;100-200;200-500;173.24;19.06;35.67
C;kE16;50-100;100-200;500-1000;210.92;20.93;42.74
C;kE16;50-100;200-500;<50;88.15;9.34;18.17
C;kE16;50-100;200-500;50-100;83.6;8.46;17.0
C;kE16;50-100;200-500;100-200;102.93;10.7;20.81
C;kE16;50-100;200-500;200-500;140.54;17.99;28.55
C;kE16;50-100;200-500;500-1000;241.43;15.56;51.7
C;kE16;50-100;200-500;1000-5000;272.03;2.72;51.4
C;kE16;50-100;500-1000;<50;156.96;6.28;31.41
C;kE16;50-100;500-1000;50-100;108.11;9.49;23.04
C;kE16;50-100;500-1000;100-200;127.9;13.06;26.36
C;kE16;50-100;500-1000;200-500;117.9;24.71;26.96
C;kE16;50-100;500-1000;500-1000;221.74;15.94;48.11
C;kE16;50-100;500-1000;1000-5000;462.59;8.9;93.84
C;kE16;50-100;1000-5000;50-100;10.84;38.68;2.56
C;kE16;50-100;1000-5000;100-200;114.61;38.63;23.57
C;kE16;50-100;1000-5000;200-500;166.78;2.39;33.62
C;kE16;50-100;1000-5000;500-1000;294.12;6.3;59.76
C;kE16;100-200;50-100;50-100;342.47;1.14;78.31
C;kE16;100-200;50-100;200-500;78.84;12.0;14.89
C;kE16;100-200;50-100;500-1000;105.42;2.11;21.4
C;kE16;100-200;100-200;50-100;90.19;2.41;18.89
C;kE16;100-200;100-200;100-200;74.26;0.0;14.85
C;kE16;100-200;100-200;200-500;57.4;9.57;12.22
C;kE16;100-200;100-200;500-1000;143.68;9.13;30.1
C;kE16;100-200;200-500;<50;88.53;8.06;18.43
C;kE16;100-200;200-500;50-100;80.31;9.04;16.27
C;kE16;100-200;200-500;100-200;82.57;7.27;16.7
C;kE16;100-200;200-500;200-500;116.55;17.2;23.65
C;kE16;100-200;200-500;500-1000;162.34;24.27;33.04
C;kE16;100-200;200-500;1000-5000;184.09;56.07;41.37
C;kE16;100-200;500-1000;<50;59.36;3.46;12.4
C;kE16;100-200;500-1000;50-100;72.47;4.85;14.68
C;kE16;100-200;500-1000;100-200;86.23;10.91;17.87
C;kE16;100-200;500-1000;200-500;100.41;21.4;20.36
C;kE16;100-200;500-1000;500-1000;126.78;33.17;25.93
C;kE16;100-200;500-1000;1000-5000;126.9;32.01;26.85
C;kE16;100-200;1000-5000;<50;107.25;0.29;21.81
C;kE16;100-200;1000-5000;50-100;39.97;7.96;8.44
C;kE16;100-200;1000-5000;100-200;133.39;7.3;27.76
C;kE16;100-200;1000-5000;200-500;101.0;23.71;20.41
C;kE16;100-200;1000-5000;500-1000;153.55;20.16;32.25
C;kE16;100-200;1000-5000;1000-5000;171.89;34.35;36.4
C;kE16;200-500;100-200;200-500;179.94;24.81;68.07
C;kE16;200-500;200-500;50-100;62.96;1.02;12.26
C;kE16;200-500;200-500;100-200;158.01;1.27;33.67
C;kE16;200-500;200-500;200-500;72.83;59.44;35.81
C;kE16;200-500;200-500;500-1000;100.51;0.12;22.98
C;kE16;200-500;200-500;1000-5000;269.13;1.07;53.99
C;kE16;200-500;500-1000;<50;54.12;7.4;11.21
C;kE16;200-500;500-1000;50-100;41.18;1.13;7.9
C;kE16;200-500;500-1000;100-200;82.15;10.44;16.85
C;kE16;200-500;500-1000;200-500;84.19;19.57;16.68
C;kE16;200-500;500-1000;500-1000;99.08;26.55;20.28
C;kE16;200-500;500-1000;1000-5000;68.22;26.98;13.83
C;kE16;200-500;1000-5000;50-100;66.17;6.59;13.35
C;kE16;200-500;1000-5000;100-200;59.61;1.09;12.09
C;kE16;200-500;1000-5000;200-500;89.82;9.82;18.31
C;kE16;200-500;1000-5000;500-1000;88.8;27.28;18.2
C;kE16;200-500;1000-5000;1000-5000;126.43;28.1;26.69
C;kE16;500-1000;1000-5000;50-100;41.01;5.68;8.51
C;kE16;500-1000;1000-5000;100-200;55.2;10.1;13.87
C;kE16;500-1000;1000-5000;200-500;35.41;0.08;6.88
C;kE16;500-1000;1000-5000;500-1000;22.5;22.55;4.72
C;kE16;500-1000;1000-5000;1000-5000;114.64;21.9;21.8
C;k2015;<50;50-100;<50;116.13;22.3;23.98
C;k2015;<50;50-100;50-100;124.48;34.32;26.53
C;k2015;<50;50-100;100-200;207.62;48.2;42.28
C;k2015;<50;50-100;200-500;146.58;4.71;29.48
C;k2015;<50;50-100;500-1000;115.5;0.0;21.66
C;k2015;<50;100-200;<50;63.01;27.7;13.79
C;k2015;<50;100-200;50-100;55.82;32.59;11.82
C;k2015;<50;100-200;100-200;79.16;36.73;16.67
C;k2015;<50;100-200;200-500;131.39;48.75;27.57
C;k2015;<50;100-200;500-1000;103.3;103.26;24.06
C;k2015;<50;200-500;<50;55.62;118.1;11.87
C;k2015;<50;200-500;50-100;54.61;39.12;11.91
C;k2015;<50;200-500;100-200;63.07;38.43;13.3
C;k2015;<50;200-500;200-500;109.69;48.9;22.67
C;k2015;<50;200-500;500-1000;96.16;40.72;20.4
C;k2015;<50;500-1000;50-100;37.99;10.9;7.59
C;k2015;<50;500-1000;200-500;129.53;104.58;28.52
C;k2015;<50;500-1000;500-1000;104.56;29.93;22.65
C;k2015;<50;500-1000;1000-5000;35.9;21.6;6.5
C;k2015;50-100;50-100;<50;42.39;63.65;8.84
C;k2015;50-100;50-100;50-100;163.25;6.8;33.45
C;k2015;50-100;50-100;100-200;150.83;23.69;32.46
C;k2015;50-100;50-100;200-500;71.5;23.4;14.39
C;k2015;50-100;100-200;<50;41.7;38.44;8.89
C;k2015;50-100;100-200;50-100;61.12;26.39;12.84
C;k2015;50-100;100-200;100-200;69.23;30.44;14.68
C;k2015;50-100;100-200;200-500;109.38;32.07;23.07
C;k2015;50-100;100-200;500-1000;143.28;66.97;35.32
C;k2015;50-100;100-200;1000-5000;198.98;1.1;37.47
C;k2015;50-100;200-500;<50;57.66;12.85;11.91
C;k2015;50-100;200-500;50-100;42.38;26.32;9.22
C;k2015;50-100;200-500;100-200;41.75;29.5;8.77
C;k2015;50-100;200-500;200-500;71.68;32.98;14.86
C;k2015;50-100;200-500;500-1000;135.06;56.78;29.07
C;k2015;50-100;200-500;1000-5000;140.99;28.74;29.41
C;k2015;50-100;500-1000;<50;170.53;23.52;37.45
C;k2015;50-100;500-1000;50-100;93.71;7.04;18.96
C;k2015;50-100;500-1000;100-200;99.95;11.67;18.99
C;k2015;50-100;500-1000;200-500;87.67;48.11;18.48
C;k2015;50-100;500-1000;500-1000;134.43;54.06;27.63
C;k2015;50-100;500-1000;1000-5000;145.54;10.66;26.64
C;k2015;50-100;1000-5000;50-100;67.72;28.26;22.82
C;k2015;50-100;1000-5000;200-500;76.63;19.28;16.79
C;k2015;50-100;1000-5000;500-1000;178.15;32.16;38.56
C;k2015;50-100;1000-5000;1000-5000;80.6;34.7;12.8
C;k2015;100-200;50-100;50-100;33.33;0.1;6.27
C;k2015;100-200;50-100;200-500;39.65;0.55;7.86
C;k2015;100-200;100-200;50-100;26.47;17.64;5.22
C;k2015;100-200;100-200;100-200;48.02;53.43;10.88
C;k2015;100-200;100-200;200-500;57.39;26.56;11.74
C;k2015;100-200;200-500;<50;49.03;2.8;9.71
C;k2015;100-200;200-500;50-100;55.75;10.45;11.42
C;k2015;100-200;200-500;100-200;49.48;19.48;10.31
C;k2015;100-200;200-500;200-500;66.5;27.71;13.7
C;k2015;100-200;200-500;500-1000;94.03;52.39;20.28
C;k2015;100-200;200-500;1000-5000;166.76;8.03;35.67
C;k2015;100-200;500-1000;<50;68.2;18.25;14.19
C;k2015;100-200;500-1000;50-100;78.4;17.99;16.36
C;k2015;100-200;500-1000;100-200;54.66;16.1;11.46
C;k2015;100-200;500-1000;200-500;60.19;29.4;12.4
C;k2015;100-200;500-1000;500-1000;81.0;41.17;16.67
C;k2015;100-200;500-1000;1000-5000;118.88;12.99;23.91
C;k2015;100-200;1000-5000;50-100;47.91;0.02;9.59
C;k2015;100-200;1000-5000;100-200;66.39;22.92;14.12
C;k2015;100-200;1000-5000;200-500;92.4;44.04;19.61
C;k2015;100-200;1000-5000;500-1000;118.54;36.17;24.15
C;k2015;100-200;1000-5000;1000-5000;170.29;101.14;35.28
C;k2015;200-500;200-500;100-200;47.24;5.77;10.31
C;k2015;200-500;200-500;200-500;73.23;49.46;16.91
C;k2015;200-500;200-500;500-1000;39.5;1.19;9.07
C;k2015;200-500;500-1000;<50;69.73;0.37;14.4
C;k2015;200-500;500-1000;50-100;29.57;0.81;6.47
C;k2015;200-500;500-1000;100-200;75.44;7.05;15.36
C;k2015;200-500;500-1000;200-500;60.89;20.94;12.74
C;k2015;200-500;500-1000;500-1000;72.36;33.93;15.02
C;k2015;200-500;500-1000;1000-5000;79.38;34.1;16.17
C;k2015;200-500;1000-5000;100-200;5.47;30.31;1.29
C;k2015;200-500;1000-5000;200-500;78.77;13.14;16.03
C;k2015;200-500;1000-5000;500-1000;63.43;32.58;13.1
C;k2015;200-500;1000-5000;1000-5000;85.82;48.13;17.76
C;k2015;500-1000;500-1000;100-200;49.06;7.36;10.36
C;k2015;500-1000;1000-5000;200-500;65.07;16.22;13.34
C;k2015;500-1000;1000-5000;500-1000;69.24;2.23;13.32
C;k2015;500-1000;1000-5000;1000-5000;74.57;57.84;16.63
D;kE8E9;<50;50-100;<50;192.79;18.98;38.9
D;kE8E9;<50;50-100;50-100;273.67;23.64;54.73
D;kE8E9;<50;50-100;100-200;357.74;20.98;69.84
D;kE8E9;<50;50-100;200-500;306.21;31.09;63.27
D;kE8E9;<50;50-100;500-1000;302.06;7.77;58.31
D;kE8E9;<50;100-200;<50;142.59;14.42;29.07
D;kE8E9;<50;100-200;50-100;189.44;16.68;37.93
D;kE8E9;<50;100-200;100-200;269.94;19.73;53.23
D;kE8E9;<50;100-200;200-500;334.27;21.14;65.61
D;kE8E9;<50;100-200;500-1000;312.01;3.45;60.96
D;kE8E9;<50;100-200;1000-5000;142.32;0.0;26.69
D;kE8E9;<50;200-500;<50;124.85;13.42;25.5
D;kE8E9;<50;200-500;50-100;162.69;15.65;32.95
D;kE8E9;<50;200-500;100-200;238.91;18.38;47.22
D;kE8E9;<50;200-500;200-500;324.99;21.47;63.4
D;kE8E9;<50;200-500;500-1000;344.26;25.3;66.68
D;kE8E9;<50;200-500;1000-5000;514.03;0.0;96.39
D;kE8E9;<50;500-1000;50-100;126.39;2.14;25.07
D;kE8E9;<50;500-1000;100-200;257.55;3.55;51.18
D;kE8E9;<50;500-1000;200-500;399.25;19.86;80.37
D;kE8E9;<50;500-1000;500-1000;188.5;4.26;40.21
D;kE8E9;<50;1000-5000;<50;46.05;1.35;9.03
D;kE8E9;<50;1000-5000;100-200;172.43;0.0;34.49
D;kE8E9;<50;1000-5000;200-500;503.4;9.08;100.81
D;kE8E9;50-100;50-100;<50;205.54;7.68;41.74
D;kE8E9;50-100;50-100;50-100;159.24;7.0;31.41
D;kE8E9;50-100;50-100;100-200;195.52;11.09;39.46
D;kE8E9;50-100;50-100;200-500;250.97;12.08;50.29
D;kE8E9;50-100;50-100;500-1000;223.11;7.17;44.86
D;kE8E9;50-100;100-200;<50;128.3;10.03;26.18
D;kE8E9;50-100;100-200;50-100;164.98;10.82;33.07
D;kE8E9;50-100;100-200;100-200;223.79;18.15;44.8
D;kE8E9;50-100;100-200;200-500;272.75;16.51;54.42
D;kE8E9;50-100;100-200;500-1000;323.44;2.7;64.33
D;kE8E9;50-100;100-200;1000-5000;199.93;0.0;37.49
D;kE8E9;50-100;200-500;<50;117.33;9.02;24.0
D;kE8E9;50-100;200-500;50-100;132.34;8.68;26.72
D;kE8E9;50-100;200-500;100-200;183.68;12.01;36.44
D;kE8E9;50-100;200-500;200-500;254.16;18.21;50.18
D;kE8E9;50-100;200-500;500-1000;340.42;14.22;67.41
